Data,País,Visualizações
2026-02-17,CV,0
2026-02-18,CV,0
2026-02-19,CV,0
2026-02-20,CV,0
2026-02-21,CV,0
2026-02-22,CV,0
2026-02-23,CV,0
2026-02-24,CV,0
2026-02-25,CV,0
2026-02-26,CV,0
2026-02-27,CV,0
2026-02-28,CV,0
2026-03-01,CV,0
2026-03-02,CV,0
2026-03-03,CV,0
2026-03-04,CV,0
2026-03-05,CV,0
2026-03-06,CV,0
2026-03-07,CV,0
2026-03-08,CV,0
2026-03-09,CV,0
2026-03-10,CV,0
2026-03-11,CV,0
2026-03-12,CV,0
2026-03-13,CV,0
2026-03-14,CV,0
2026-03-15,CV,0
2026-03-16,CV,0
2026-03-17,CV,0
2026-03-18,CV,0
2026-03-19,CV,0
2026-03-20,CV,0
2026-03-21,CV,0
2026-03-22,CV,0
2026-03-23,CV,0
2026-03-24,CV,0
2026-03-25,CV,0
2026-03-26,CV,0
2026-03-27,CV,0
2026-03-28,CV,0
2026-03-29,CV,0
2026-03-30,CV,0
2026-03-31,CV,0
2026-04-01,CV,18
2026-04-02,CV,0
2026-04-03,CV,0
2026-04-04,CV,0
2026-04-05,CV,0
2026-04-06,CV,0
2026-04-07,CV,0
2026-04-08,CV,0
2026-04-09,CV,0
2026-04-10,CV,0
2026-04-11,CV,0
2026-04-12,CV,0
2025-04-13,DE,0
2025-04-14,DE,0
2025-04-15,DE,0
2025-04-16,DE,0
2025-04-17,DE,0
2025-04-18,DE,0
2025-04-19,DE,0
2025-04-20,DE,0
2025-04-21,DE,0
2025-04-22,DE,0
2025-04-23,DE,0
2025-04-24,DE,0
2025-04-25,DE,0
2025-04-26,DE,0
2025-04-27,DE,0
2025-04-28,DE,0
2025-04-29,DE,0
2025-04-30,DE,0
2025-05-01,DE,0
2025-05-02,DE,0
2025-05-03,DE,0
2025-05-04,DE,0
2025-05-05,DE,0
2025-05-06,DE,0
2025-05-07,DE,0
2025-05-08,DE,0
2025-05-09,DE,0
2025-05-10,DE,0
2025-05-11,DE,0
2025-05-12,DE,0
2025-05-13,DE,0
2025-05-14,DE,0
2025-05-15,DE,0
2025-05-16,DE,0
2025-05-17,DE,0
2025-05-18,DE,0
2025-05-19,DE,0
2025-05-20,DE,0
2025-05-21,DE,0
2025-05-22,DE,0
2025-05-23,DE,0
2025-05-24,DE,44
2025-05-25,DE,0
2025-05-26,DE,0
2025-05-27,DE,0
2025-05-28,DE,0
2025-05-29,DE,0
2025-05-30,DE,0
2025-05-31,DE,0
2025-06-01,DE,0
2025-06-02,DE,0
2025-06-03,DE,0
2025-06-04,DE,0
2025-06-05,DE,0
2025-06-06,DE,0
2025-06-07,DE,0
2025-06-08,DE,0
2025-06-09,DE,0
2025-06-10,DE,0
2025-06-11,DE,0
2025-06-12,DE,0
2025-06-13,DE,0
2025-06-14,DE,0
2025-06-15,DE,0
2025-06-16,DE,0
2025-06-17,DE,0
2025-06-18,DE,0
2025-06-19,DE,0
2025-06-20,DE,0
2025-06-21,DE,0
2025-06-22,DE,0
2025-06-23,DE,0
2025-06-24,DE,0
2025-06-25,DE,0
2025-06-26,DE,0
2025-06-27,DE,0
2025-06-28,DE,0
2025-06-29,DE,0
2025-06-30,DE,0
2025-07-01,DE,0
2025-07-02,DE,0
2025-07-03,DE,0
2025-07-04,DE,0
2025-07-05,DE,0
2025-07-06,DE,0
2025-07-07,DE,0
2025-07-08,DE,0
2025-07-09,DE,0
2025-07-10,DE,0
2025-07-11,DE,0
2025-07-12,DE,0
2025-07-13,DE,0
2025-07-14,DE,0
2025-07-15,DE,0
2025-07-16,DE,0
2025-07-17,DE,0
2025-07-18,DE,0
2025-07-19,DE,0
2025-07-20,DE,0
2025-07-21,DE,0
2025-07-22,DE,0
2025-07-23,DE,0
2025-07-24,DE,0
2025-07-25,DE,0
2025-07-26,DE,0
2025-07-27,DE,0
2025-07-28,DE,0
2025-07-29,DE,0
2025-07-30,DE,0
2025-07-31,DE,0
2025-08-01,DE,0
2025-08-02,DE,0
2025-08-03,DE,0
2025-08-04,DE,0
2025-08-05,DE,0
2025-08-06,DE,0
2025-08-07,DE,0
2025-08-08,DE,0
2025-08-09,DE,0
2025-08-10,DE,0
2025-08-11,DE,0
2025-08-12,DE,0
2025-08-13,DE,0
2025-08-14,DE,0
2025-08-15,DE,0
2025-08-16,DE,0
2025-08-17,DE,0
2025-08-18,DE,0
2025-08-19,DE,0
2025-08-20,DE,0
2025-08-21,DE,0
2025-08-22,DE,0
2025-08-23,DE,0
2025-08-24,DE,0
2025-08-25,DE,0
2025-08-26,DE,0
2025-08-27,DE,0
2025-08-28,DE,0
2025-08-29,DE,0
2025-08-30,DE,0
2025-08-31,DE,0
2025-09-01,DE,0
2025-09-02,DE,39
2025-09-03,DE,0
2025-09-04,DE,0
2025-09-05,DE,0
2025-09-06,DE,0
2025-09-07,DE,0
2025-09-08,DE,0
2025-09-09,DE,0
2025-09-10,DE,0
2025-09-11,DE,0
2025-09-12,DE,0
2025-09-13,DE,0
2025-09-14,DE,0
2025-09-15,DE,0
2025-09-16,DE,0
2025-09-17,DE,0
2025-09-18,DE,0
2025-09-19,DE,0
2025-09-20,DE,0
2025-09-21,DE,0
2025-09-22,DE,0
2025-09-23,DE,0
2025-09-24,DE,0
2025-09-25,DE,0
2025-09-26,DE,0
2025-09-27,DE,0
2025-09-28,DE,0
2025-09-29,DE,0
2025-09-30,DE,0
2025-10-01,DE,0
2025-10-02,DE,0
2025-10-03,DE,0
2025-10-04,DE,0
2025-10-05,DE,0
2025-10-06,DE,0
2025-10-07,DE,0
2025-10-08,DE,0
2025-10-09,DE,0
2025-10-10,DE,0
2025-10-11,DE,0
2025-10-12,DE,0
2025-10-13,DE,0
2025-10-14,DE,0
2025-10-15,DE,0
2025-10-16,DE,0
2025-10-17,DE,0
2025-10-18,DE,0
2025-10-19,DE,0
2025-10-20,DE,0
2025-10-21,DE,0
2025-10-22,DE,0
2025-10-23,DE,0
2025-10-24,DE,0
2025-10-25,DE,0
2025-10-26,DE,0
2025-10-27,DE,0
2025-10-28,DE,0
2025-10-29,DE,0
2025-10-30,DE,0
2025-10-31,DE,0
2025-11-01,DE,0
2025-11-02,DE,0
2025-11-03,DE,0
2025-11-04,DE,0
2025-11-05,DE,0
2025-11-06,DE,0
2025-11-07,DE,0
2025-11-08,DE,0
2025-11-09,DE,0
2025-11-10,DE,0
2025-11-11,DE,0
2025-11-12,DE,0
2025-11-13,DE,0
2025-11-14,DE,0
2025-11-15,DE,0
2025-11-16,DE,0
2025-11-17,DE,0
2025-11-18,DE,0
2025-11-19,DE,0
2025-11-20,DE,0
2025-11-21,DE,0
2025-11-22,DE,0
2025-11-23,DE,0
2025-11-24,DE,0
2025-11-25,DE,0
2025-11-26,DE,0
2025-11-27,DE,0
2025-11-28,DE,0
2025-11-29,DE,0
2025-11-30,DE,0
2025-12-01,DE,0
2025-12-02,DE,0
2025-12-03,DE,0
2025-12-04,DE,0
2025-12-05,DE,0
2025-12-06,DE,0
2025-12-07,DE,0
2025-12-08,DE,0
2025-12-09,DE,0
2025-12-10,DE,0
2025-12-11,DE,0
2025-12-12,DE,0
2025-12-13,DE,0
2025-12-14,DE,0
2025-12-15,DE,0
2025-12-16,DE,0
2025-12-17,DE,0
2025-12-18,DE,0
2025-12-19,DE,0
2025-12-20,DE,0
2025-12-21,DE,0
2025-12-22,DE,0
2025-12-23,DE,0
2025-12-24,DE,0
2025-12-25,DE,0
2025-12-26,DE,0
2025-12-27,DE,0
2025-12-28,DE,0
2025-12-29,DE,0
2025-12-30,DE,0
2025-12-31,DE,0
2026-01-01,DE,0
2026-01-02,DE,0
2026-01-03,DE,0
2026-01-04,DE,0
2026-01-05,DE,0
2026-01-06,DE,0
2026-01-07,DE,0
2026-01-08,DE,0
2026-01-09,DE,0
2026-01-10,DE,0
2026-01-11,DE,0
2026-01-12,DE,0
2026-01-13,DE,0
2026-01-14,DE,0
2026-01-15,DE,0
2026-01-16,DE,0
2026-01-17,DE,0
2026-01-18,DE,0
2026-01-19,DE,0
2026-01-20,DE,0
2026-01-21,DE,0
2026-01-22,DE,0
2026-01-23,DE,0
2026-01-24,DE,0
2026-01-25,DE,0
2026-01-26,DE,0
2026-01-27,DE,0
2026-01-28,DE,0
2026-01-29,DE,0
2026-01-30,DE,0
2026-01-31,DE,0
2026-02-01,DE,0
2026-02-02,DE,0
2026-02-03,DE,0
2026-02-04,DE,0
2026-02-05,DE,0
2026-02-06,DE,0
2026-02-07,DE,0
2026-02-08,DE,0
2026-02-09,DE,0
2026-02-10,DE,0
2026-02-11,DE,0
2026-02-12,DE,0
2026-02-13,DE,0
2026-02-14,DE,0
2026-02-15,DE,0
2026-02-16,DE,0
2026-02-17,DE,0
2026-02-18,DE,0
2026-02-19,DE,0
2026-02-20,DE,0
2026-02-21,DE,0
2026-02-22,DE,0
2026-02-23,DE,0
2026-02-24,DE,0
2026-02-25,DE,0
2026-02-26,DE,0
2026-02-27,DE,0
2026-02-28,DE,0
2026-03-01,DE,0
2026-03-02,DE,0
2026-03-03,DE,0
2026-03-04,DE,0
2026-03-05,DE,0
2026-03-06,DE,0
2026-03-07,DE,0
2026-03-08,DE,0
2026-03-09,DE,0
2026-03-10,DE,0
2026-03-11,DE,0
2026-03-12,DE,0
2026-03-13,DE,0
2026-03-14,DE,0
2026-03-15,DE,0
2026-03-16,DE,0
2026-03-17,DE,0
2026-03-18,DE,0
2026-03-19,DE,0
2026-03-20,DE,0
2026-03-21,DE,0
2026-03-22,DE,0
2026-03-23,DE,0
2026-03-24,DE,0
2026-03-25,DE,0
2026-03-26,DE,0
2026-03-27,DE,0
2026-03-28,DE,0
2026-03-29,DE,0
2026-03-30,DE,0
2026-03-31,DE,0
2026-04-01,DE,0
2026-04-02,DE,0
2026-04-03,DE,0
2026-04-04,DE,0
2026-04-05,DE,0
2026-04-06,DE,0
2026-04-07,DE,0
2026-04-08,DE,0
2026-04-09,DE,0
2026-04-10,DE,0
2026-04-11,DE,0
2026-04-12,DE,0
2025-04-13,DZ,0
2025-04-14,DZ,0
2025-04-15,DZ,0
2025-04-16,DZ,0
2025-04-17,DZ,0
2025-04-18,DZ,0
2025-04-19,DZ,0
2025-04-20,DZ,0
2025-04-21,DZ,0
2025-04-22,DZ,0
2025-04-23,DZ,0
2025-04-24,DZ,0
2025-04-25,DZ,0
2025-04-26,DZ,0
2025-04-27,DZ,0
2025-04-28,DZ,0
2025-04-29,DZ,0
2025-04-30,DZ,0
2025-05-01,DZ,0
2025-05-02,DZ,0
2025-05-03,DZ,0
2025-05-04,DZ,0
2025-05-05,DZ,0
2025-05-06,DZ,0
2025-05-07,DZ,0
2025-05-08,DZ,0
2025-05-09,DZ,0
2025-05-10,DZ,0
2025-05-11,DZ,0
2025-05-12,DZ,0
2025-05-13,DZ,0
2025-05-14,DZ,0
2025-05-15,DZ,0
2025-05-16,DZ,0
2025-05-17,DZ,0
2025-05-18,DZ,0
2025-05-19,DZ,0
2025-05-20,DZ,0
2025-05-21,DZ,0
2025-05-22,DZ,0
2025-05-23,DZ,0
2025-05-24,DZ,0
2025-05-25,DZ,0
2025-05-26,DZ,0
2025-05-27,DZ,0
2025-05-28,DZ,0
2025-05-29,DZ,0
2025-05-30,DZ,0
2025-05-31,DZ,0
2025-06-01,DZ,0
2025-06-02,DZ,0
2025-06-03,DZ,0
2025-06-04,DZ,0
2025-06-05,DZ,0
2025-06-06,DZ,0
2025-06-07,DZ,0
2025-06-08,DZ,0
2025-06-09,DZ,0
2025-06-10,DZ,0
2025-06-11,DZ,0
2025-06-12,DZ,0
2025-06-13,DZ,0
2025-06-14,DZ,0
2025-06-15,DZ,0
2025-06-16,DZ,0
2025-06-17,DZ,0
2025-06-18,DZ,0
2025-06-19,DZ,0
2025-06-20,DZ,0
2025-06-21,DZ,0
2025-06-22,DZ,0
2025-06-23,DZ,0
2025-06-24,DZ,0
2025-06-25,DZ,0
2025-06-26,DZ,0
2025-06-27,DZ,0
2025-06-28,DZ,0
2025-06-29,DZ,0
2025-06-30,DZ,0
2025-07-01,DZ,0
2025-07-02,DZ,0
2025-07-03,DZ,0
2025-07-04,DZ,0
2025-07-05,DZ,0
2025-07-06,DZ,0
2025-07-07,DZ,0
2025-07-08,DZ,0
2025-07-09,DZ,0
2025-07-10,DZ,0
2025-07-11,DZ,0
2025-07-12,DZ,0
2025-07-13,DZ,0
2025-07-14,DZ,0
2025-07-15,DZ,0
2025-07-16,DZ,0
2025-07-17,DZ,0
2025-07-18,DZ,0
2025-07-19,DZ,0
2025-07-20,DZ,0
2025-07-21,DZ,0
2025-07-22,DZ,0
2025-07-23,DZ,0
2025-07-24,DZ,0
2025-07-25,DZ,0
2025-07-26,DZ,0
2025-07-27,DZ,0
2025-07-28,DZ,0
2025-07-29,DZ,0
2025-07-30,DZ,0
2025-07-31,DZ,0
2025-08-01,DZ,0
2025-08-02,DZ,0
2025-08-03,DZ,0
2025-08-04,DZ,0
2025-08-05,DZ,0
2025-08-06,DZ,0
2025-08-07,DZ,0
2025-08-08,DZ,0
2025-08-09,DZ,0
2025-08-10,DZ,0
2025-08-11,DZ,0
2025-08-12,DZ,0
2025-08-13,DZ,0
2025-08-14,DZ,0
2025-08-15,DZ,0
2025-08-16,DZ,0
2025-08-17,DZ,0
2025-08-18,DZ,0
2025-08-19,DZ,0
2025-08-20,DZ,0
2025-08-21,DZ,0
2025-08-22,DZ,0
2025-08-23,DZ,0
2025-08-24,DZ,0
2025-08-25,DZ,0
2025-08-26,DZ,0
2025-08-27,DZ,0
2025-08-28,DZ,0
2025-08-29,DZ,0
2025-08-30,DZ,0
2025-08-31,DZ,0
2025-09-01,DZ,0
2025-09-02,DZ,46
2025-09-03,DZ,0
2025-09-04,DZ,0
2025-09-05,DZ,0
2025-09-06,DZ,0
2025-09-07,DZ,0
2025-09-08,DZ,0
2025-09-09,DZ,0
2025-09-10,DZ,0
2025-09-11,DZ,0
2025-09-12,DZ,0
2025-09-13,DZ,0
2025-09-14,DZ,0
2025-09-15,DZ,0
2025-09-16,DZ,0
2025-09-17,DZ,0
2025-09-18,DZ,0
2025-09-19,DZ,0
2025-09-20,DZ,0
2025-09-21,DZ,0
2025-09-22,DZ,0
2025-09-23,DZ,0
2025-09-24,DZ,0
2025-09-25,DZ,0
2025-09-26,DZ,0
2025-09-27,DZ,0
2025-09-28,DZ,0
2025-09-29,DZ,0
2025-09-30,DZ,0
2025-10-01,DZ,0
2025-10-02,DZ,0
2025-10-03,DZ,0
2025-10-04,DZ,0
2025-10-05,DZ,0
2025-10-06,DZ,0
2025-10-07,DZ,0
2025-10-08,DZ,0
2025-10-09,DZ,0
2025-10-10,DZ,0
2025-10-11,DZ,0
2025-10-12,DZ,0
2025-10-13,DZ,0
2025-10-14,DZ,0
2025-10-15,DZ,0
2025-10-16,DZ,0
2025-10-17,DZ,0
2025-10-18,DZ,0
2025-10-19,DZ,0
2025-10-20,DZ,0
2025-10-21,DZ,0
2025-10-22,DZ,0
2025-10-23,DZ,0
2025-10-24,DZ,0
2025-10-25,DZ,0
2025-10-26,DZ,0
2025-10-27,DZ,0
2025-10-28,DZ,0
2025-10-29,DZ,0
2025-10-30,DZ,0
2025-10-31,DZ,0
2025-11-01,DZ,0
2025-11-02,DZ,0
2025-11-03,DZ,0
2025-11-04,DZ,0
2025-11-05,DZ,0
2025-11-06,DZ,0
2025-11-07,DZ,0
2025-11-08,DZ,0
2025-11-09,DZ,0
2025-11-10,DZ,0
2025-11-11,DZ,0
2025-11-12,DZ,0
2025-11-13,DZ,0
2025-11-14,DZ,0
2025-11-15,DZ,0
2025-11-16,DZ,0
2025-11-17,DZ,0
2025-11-18,DZ,0
2025-11-19,DZ,0
2025-11-20,DZ,0
2025-11-21,DZ,0
2025-11-22,DZ,0
2025-11-23,DZ,0
2025-11-24,DZ,0
2025-11-25,DZ,0
2025-11-26,DZ,0
2025-11-27,DZ,0
2025-11-28,DZ,0
2025-11-29,DZ,0
2025-11-30,DZ,0
2025-12-01,DZ,0
2025-12-02,DZ,0
2025-12-03,DZ,0
2025-12-04,DZ,0
2025-12-05,DZ,0
2025-12-06,DZ,0
2025-12-07,DZ,0
2025-12-08,DZ,0
2025-12-09,DZ,0
2025-12-10,DZ,0
2025-12-11,DZ,0
2025-12-12,DZ,0
2025-12-13,DZ,0
2025-12-14,DZ,0
2025-12-15,DZ,0
2025-12-16,DZ,0
2025-12-17,DZ,0
2025-12-18,DZ,0
2025-12-19,DZ,0
2025-12-20,DZ,0
2025-12-21,DZ,0
2025-12-22,DZ,0
2025-12-23,DZ,0
2025-12-24,DZ,0
2025-12-25,DZ,0
2025-12-26,DZ,0
2025-12-27,DZ,0
2025-12-28,DZ,0
2025-12-29,DZ,0
2025-12-30,DZ,0
2025-12-31,DZ,0
2026-01-01,DZ,0
2026-01-02,DZ,0
2026-01-03,DZ,0
2026-01-04,DZ,0
2026-01-05,DZ,0
2026-01-06,DZ,0
2026-01-07,DZ,0
2026-01-08,DZ,0
2026-01-09,DZ,0
2026-01-10,DZ,0
2026-01-11,DZ,0
2026-01-12,DZ,0
2026-01-13,DZ,0
2026-01-14,DZ,0
2026-01-15,DZ,0
2026-01-16,DZ,0
2026-01-17,DZ,0
2026-01-18,DZ,0
2026-01-19,DZ,0
2026-01-20,DZ,0
2026-01-21,DZ,0
2026-01-22,DZ,0
2026-01-23,DZ,0
2026-01-24,DZ,0
2026-01-25,DZ,0
2026-01-26,DZ,0
2026-01-27,DZ,0
2026-01-28,DZ,0
2026-01-29,DZ,0
2026-01-30,DZ,0
2026-01-31,DZ,0
2026-02-01,DZ,0
2026-02-02,DZ,0
2026-02-03,DZ,0
2026-02-04,DZ,0
2026-02-05,DZ,0
2026-02-06,DZ,0
2026-02-07,DZ,0
2026-02-08,DZ,0
2026-02-09,DZ,0
2026-02-10,DZ,0
2026-02-11,DZ,0
2026-02-12,DZ,0
2026-02-13,DZ,0
2026-02-14,DZ,0
2026-02-15,DZ,0
2026-02-16,DZ,0
2026-02-17,DZ,0
2026-02-18,DZ,0
2026-02-19,DZ,0
2026-02-20,DZ,0
2026-02-21,DZ,0
2026-02-22,DZ,0
2026-02-23,DZ,0
2026-02-24,DZ,0
2026-02-25,DZ,0
2026-02-26,DZ,0
2026-02-27,DZ,0
2026-02-28,DZ,0
2026-03-01,DZ,0
2026-03-02,DZ,0
2026-03-03,DZ,0
2026-03-04,DZ,0
2026-03-05,DZ,0
2026-03-06,DZ,0
2026-03-07,DZ,0
2026-03-08,DZ,0
2026-03-09,DZ,0
2026-03-10,DZ,0
2026-03-11,DZ,0
2026-03-12,DZ,0
2026-03-13,DZ,0
2026-03-14,DZ,0
2026-03-15,DZ,0
2026-03-16,DZ,0
2026-03-17,DZ,0
2026-03-18,DZ,0
2026-03-19,DZ,0
2026-03-20,DZ,0
2026-03-21,DZ,0
2026-03-22,DZ,0
2026-03-23,DZ,0
2026-03-24,DZ,0
2026-03-25,DZ,0
2026-03-26,DZ,0
2026-03-27,DZ,0
2026-03-28,DZ,0
2026-03-29,DZ,0
2026-03-30,DZ,0
2026-03-31,DZ,0
2026-04-01,DZ,0
2026-04-02,DZ,0
2026-04-03,DZ,0
2026-04-04,DZ,0
2026-04-05,DZ,0
2026-04-06,DZ,0
2026-04-07,DZ,0
2026-04-08,DZ,0
2026-04-09,DZ,0
2026-04-10,DZ,0
2026-04-11,DZ,0
2026-04-12,DZ,0
2025-04-13,EC,0
2025-04-14,EC,0
2025-04-15,EC,0
2025-04-16,EC,0
2025-04-17,EC,0
2025-04-18,EC,0
2025-04-19,EC,0
2025-04-20,EC,0
2025-04-21,EC,0
2025-04-22,EC,0
2025-04-23,EC,0
2025-04-24,EC,0
2025-04-25,EC,0
2025-04-26,EC,0
2025-04-27,EC,0
2025-04-28,EC,0
2025-04-29,EC,0
2025-04-30,EC,0
2025-05-01,EC,0
2025-05-02,EC,0
2025-05-03,EC,0
2025-05-04,EC,0
2025-05-05,EC,0
2025-05-06,EC,0
2025-05-07,EC,0
2025-05-08,EC,0
2025-05-09,EC,0
2025-05-10,EC,0
2025-05-11,EC,0
2025-05-12,EC,0
2025-05-13,EC,0
2025-05-14,EC,0
2025-05-15,EC,0
2025-05-16,EC,0
2025-05-17,EC,0
2025-05-18,EC,0
2025-05-19,EC,0
2025-05-20,EC,0
2025-05-21,EC,0
2025-05-22,EC,0
2025-05-23,EC,0
2025-05-24,EC,0
2025-05-25,EC,0
2025-05-26,EC,0
2025-05-27,EC,0
2025-05-28,EC,0
2025-05-29,EC,0
2025-05-30,EC,0
2025-05-31,EC,0
2025-06-01,EC,0
2025-06-02,EC,0
2025-06-03,EC,0
2025-06-04,EC,0
2025-06-05,EC,0
2025-06-06,EC,0
2025-06-07,EC,0
2025-06-08,EC,0
2025-06-09,EC,0
2025-06-10,EC,0
2025-06-11,EC,0
2025-06-12,EC,0
2025-06-13,EC,0
2025-06-14,EC,0
2025-06-15,EC,0
2025-06-16,EC,0
2025-06-17,EC,0
2025-06-18,EC,0
2025-06-19,EC,0
2025-06-20,EC,0
2025-06-21,EC,0
2025-06-22,EC,0
2025-06-23,EC,0
2025-06-24,EC,0
2025-06-25,EC,0
2025-06-26,EC,0
2025-06-27,EC,0
2025-06-28,EC,0
2025-06-29,EC,0
2025-06-30,EC,0
2025-07-01,EC,0
2025-07-02,EC,0
2025-07-03,EC,0
2025-07-04,EC,0
2025-07-05,EC,0
2025-07-06,EC,0
2025-07-07,EC,0
2025-07-08,EC,0
2025-07-09,EC,0
2025-07-10,EC,0
2025-07-11,EC,0
2025-07-12,EC,0
2025-07-13,EC,0
2025-07-14,EC,0
2025-07-15,EC,0
2025-07-16,EC,0
2025-07-17,EC,0
2025-07-18,EC,0
2025-07-19,EC,0
2025-07-20,EC,0
2025-07-21,EC,0
2025-07-22,EC,0
2025-07-23,EC,0
2025-07-24,EC,0
2025-07-25,EC,0
2025-07-26,EC,0
2025-07-27,EC,0
2025-07-28,EC,0
2025-07-29,EC,0
2025-07-30,EC,0
2025-07-31,EC,0
2025-08-01,EC,0
2025-08-02,EC,0
2025-08-03,EC,0
2025-08-04,EC,0
2025-08-05,EC,0
2025-08-06,EC,0
2025-08-07,EC,0
2025-08-08,EC,0
2025-08-09,EC,0
2025-08-10,EC,0
2025-08-11,EC,0
2025-08-12,EC,0
2025-08-13,EC,0
2025-08-14,EC,0
2025-08-15,EC,0
2025-08-16,EC,0
2025-08-17,EC,0
2025-08-18,EC,0
2025-08-19,EC,0
2025-08-20,EC,0
2025-08-21,EC,0
2025-08-22,EC,0
2025-08-23,EC,0
2025-08-24,EC,0
2025-08-25,EC,0
2025-08-26,EC,0
2025-08-27,EC,0
2025-08-28,EC,0
2025-08-29,EC,0
2025-08-30,EC,0
2025-08-31,EC,0
2025-09-01,EC,0
2025-09-02,EC,0
2025-09-03,EC,0
2025-09-04,EC,0
2025-09-05,EC,0
2025-09-06,EC,0
2025-09-07,EC,0
2025-09-08,EC,0
2025-09-09,EC,0
2025-09-10,EC,0
2025-09-11,EC,0
2025-09-12,EC,0
2025-09-13,EC,0
2025-09-14,EC,0
2025-09-15,EC,0
2025-09-16,EC,0
2025-09-17,EC,0
2025-09-18,EC,0
2025-09-19,EC,0
2025-09-20,EC,0
2025-09-21,EC,0
2025-09-22,EC,0
2025-09-23,EC,0
2025-09-24,EC,0
2025-09-25,EC,0
2025-09-26,EC,0
2025-09-27,EC,0
2025-09-28,EC,0
2025-09-29,EC,0
2025-09-30,EC,0
2025-10-01,EC,0
2025-10-02,EC,0
2025-10-03,EC,0
2025-10-04,EC,0
2025-10-05,EC,0
2025-10-06,EC,0
2025-10-07,EC,0
2025-10-08,EC,0
2025-10-09,EC,0
2025-10-10,EC,0
2025-10-11,EC,0
2025-10-12,EC,0
2025-10-13,EC,0
2025-10-14,EC,0
2025-10-15,EC,0
2025-10-16,EC,0
2025-10-17,EC,0
2025-10-18,EC,0
2025-10-19,EC,0
2025-10-20,EC,0
2025-10-21,EC,0
2025-10-22,EC,0
2025-10-23,EC,0
2025-10-24,EC,0
2025-10-25,EC,0
2025-10-26,EC,0
2025-10-27,EC,0
2025-10-28,EC,0
2025-10-29,EC,0
2025-10-30,EC,0
2025-10-31,EC,0
2025-11-01,EC,0
2025-11-02,EC,0
2025-11-03,EC,0
2025-11-04,EC,0
2025-11-05,EC,0
2025-11-06,EC,0
2025-11-07,EC,0
2025-11-08,EC,0
2025-11-09,EC,0
2025-11-10,EC,0
2025-11-11,EC,0
2025-11-12,EC,0
2025-11-13,EC,0
2025-11-14,EC,0
2025-11-15,EC,0
2025-11-16,EC,0
2025-11-17,EC,0
2025-11-18,EC,0
2025-11-19,EC,0
2025-11-20,EC,0
2025-11-21,EC,0
2025-11-22,EC,0
2025-11-23,EC,0
2025-11-24,EC,0
2025-11-25,EC,0
2025-11-26,EC,0
2025-11-27,EC,0
2025-11-28,EC,0
2025-11-29,EC,0
2025-11-30,EC,0
2025-12-01,EC,0
2025-12-02,EC,0
2025-12-03,EC,0
2025-12-04,EC,0
2025-12-05,EC,0
2025-12-06,EC,0
2025-12-07,EC,0
2025-12-08,EC,0
2025-12-09,EC,0
2025-12-10,EC,0
2025-12-11,EC,0
2025-12-12,EC,0
2025-12-13,EC,0
2025-12-14,EC,0
2025-12-15,EC,0
2025-12-16,EC,0
2025-12-17,EC,0
2025-12-18,EC,0
2025-12-19,EC,0
2025-12-20,EC,0
2025-12-21,EC,0
2025-12-22,EC,0
2025-12-23,EC,0
2025-12-24,EC,0
2025-12-25,EC,0
2025-12-26,EC,0
2025-12-27,EC,0
2025-12-28,EC,0
2025-12-29,EC,0
2025-12-30,EC,0
2025-12-31,EC,0
2026-01-01,EC,0
2026-01-02,EC,0
2026-01-03,EC,0
2026-01-04,EC,0
2026-01-05,EC,0
2026-01-06,EC,0
2026-01-07,EC,0
2026-01-08,EC,0
2026-01-09,EC,0
2026-01-10,EC,0
2026-01-11,EC,0
2026-01-12,EC,0
2026-01-13,EC,0
2026-01-14,EC,0
2026-01-15,EC,0
2026-01-16,EC,0
2026-01-17,EC,0
2026-01-18,EC,0
2026-01-19,EC,0
2026-01-20,EC,0
2026-01-21,EC,0
2026-01-22,EC,0
2026-01-23,EC,0
2026-01-24,EC,0
2026-01-25,EC,0
2026-01-26,EC,0
2026-01-27,EC,0
2026-01-28,EC,0
2026-01-29,EC,0
2026-01-30,EC,0
2026-01-31,EC,0
2026-02-01,EC,0
2026-02-02,EC,0
2026-02-03,EC,0
2026-02-04,EC,0
2026-02-05,EC,0
2026-02-06,EC,0
2026-02-07,EC,0
2026-02-08,EC,0
2026-02-09,EC,0
2026-02-10,EC,0
2026-02-11,EC,0
2026-02-12,EC,0
2026-02-13,EC,0
2026-02-14,EC,0
2026-02-15,EC,0
2026-02-16,EC,0
2026-02-17,EC,0
2026-02-18,EC,0
2026-02-19,EC,0
2026-02-20,EC,0
2026-02-21,EC,0
2026-02-22,EC,0
2026-02-23,EC,0
2026-02-24,EC,0
2026-02-25,EC,0
2026-02-26,EC,0
2026-02-27,EC,0
2026-02-28,EC,0
2026-03-01,EC,0
2026-03-02,EC,0
2026-03-03,EC,0
2026-03-04,EC,0
2026-03-05,EC,0
2026-03-06,EC,0
2026-03-07,EC,0
2026-03-08,EC,0
2026-03-09,EC,0
2026-03-10,EC,0
2026-03-11,EC,0
2026-03-12,EC,0
2026-03-13,EC,0
2026-03-14,EC,0
2026-03-15,EC,0
2026-03-16,EC,0
2026-03-17,EC,0
2026-03-18,EC,0
2026-03-19,EC,0
2026-03-20,EC,0
2026-03-21,EC,0
2026-03-22,EC,0
2026-03-23,EC,0
2026-03-24,EC,0
2026-03-25,EC,0
2026-03-26,EC,0
2026-03-27,EC,0
2026-03-28,EC,0
