Data,Espectadores novos e recorrentes,Visualizações
2025-07-08,Espectadores recorrentes,103
2025-07-09,Espectadores recorrentes,72
2025-07-10,Espectadores recorrentes,52
2025-07-11,Espectadores recorrentes,55
2025-07-12,Espectadores recorrentes,74
2025-07-13,Espectadores recorrentes,66
2025-07-14,Espectadores recorrentes,133
2025-07-15,Espectadores recorrentes,124
2025-07-16,Espectadores recorrentes,65
2025-07-17,Espectadores recorrentes,275
2025-07-18,Espectadores recorrentes,123
2025-07-19,Espectadores recorrentes,106
2025-07-20,Espectadores recorrentes,106
2025-07-21,Espectadores recorrentes,115
2025-07-22,Espectadores recorrentes,102
2025-07-23,Espectadores recorrentes,132
2025-07-24,Espectadores recorrentes,86
2025-07-25,Espectadores recorrentes,65
2025-07-26,Espectadores recorrentes,50
2025-07-27,Espectadores recorrentes,37
2025-07-28,Espectadores recorrentes,64
2025-07-29,Espectadores recorrentes,50
2025-07-30,Espectadores recorrentes,105
2025-07-31,Espectadores recorrentes,79
2025-08-01,Espectadores recorrentes,43
2025-08-02,Espectadores recorrentes,169
2025-08-03,Espectadores recorrentes,79
2025-08-04,Espectadores recorrentes,58
2025-08-05,Espectadores recorrentes,34
2025-08-06,Espectadores recorrentes,66
2025-08-07,Espectadores recorrentes,119
2025-08-08,Espectadores recorrentes,74
2025-08-09,Espectadores recorrentes,83
2025-08-10,Espectadores recorrentes,93
2025-08-11,Espectadores recorrentes,60
2025-08-12,Espectadores recorrentes,104
2025-08-13,Espectadores recorrentes,278
2025-08-14,Espectadores recorrentes,98
2025-08-15,Espectadores recorrentes,80
2025-08-16,Espectadores recorrentes,134
2025-08-17,Espectadores recorrentes,74
2025-08-18,Espectadores recorrentes,67
2025-08-19,Espectadores recorrentes,49
2025-08-20,Espectadores recorrentes,85
2025-08-21,Espectadores recorrentes,97
2025-08-22,Espectadores recorrentes,88
2025-08-23,Espectadores recorrentes,107
2025-08-24,Espectadores recorrentes,84
2025-08-25,Espectadores recorrentes,162
2025-08-26,Espectadores recorrentes,223
2025-08-27,Espectadores recorrentes,148
2025-08-28,Espectadores recorrentes,89
2025-08-29,Espectadores recorrentes,117
2025-08-30,Espectadores recorrentes,68
2025-08-31,Espectadores recorrentes,199
2025-09-01,Espectadores recorrentes,393
2025-09-02,Espectadores recorrentes,205
2025-09-03,Espectadores recorrentes,306
2025-09-04,Espectadores recorrentes,1173
2025-09-05,Espectadores recorrentes,844
2025-09-06,Espectadores recorrentes,543
2025-09-07,Espectadores recorrentes,449
2025-09-08,Espectadores recorrentes,450
2025-09-09,Espectadores recorrentes,867
2025-09-10,Espectadores recorrentes,621
2025-09-11,Espectadores recorrentes,410
2025-09-12,Espectadores recorrentes,420
2025-09-13,Espectadores recorrentes,467
2025-09-14,Espectadores recorrentes,345
2025-09-15,Espectadores recorrentes,373
2025-09-16,Espectadores recorrentes,325
2025-09-17,Espectadores recorrentes,487
2025-09-18,Espectadores recorrentes,356
2025-09-19,Espectadores recorrentes,385
2025-09-20,Espectadores recorrentes,420
2025-09-21,Espectadores recorrentes,422
2025-09-22,Espectadores recorrentes,304
2025-09-23,Espectadores recorrentes,287
2025-09-24,Espectadores recorrentes,285
2025-09-25,Espectadores recorrentes,447
2025-09-26,Espectadores recorrentes,308
2025-09-27,Espectadores recorrentes,304
2025-09-28,Espectadores recorrentes,354
2025-09-29,Espectadores recorrentes,210
2025-09-30,Espectadores recorrentes,366
2025-10-01,Espectadores recorrentes,287
2025-10-02,Espectadores recorrentes,290
2025-10-03,Espectadores recorrentes,257
2025-10-04,Espectadores recorrentes,228
2025-10-05,Espectadores recorrentes,238
2025-10-06,Espectadores recorrentes,400
2025-10-07,Espectadores recorrentes,304
2025-10-08,Espectadores recorrentes,294
2025-10-09,Espectadores recorrentes,375
2025-10-10,Espectadores recorrentes,378
2025-10-11,Espectadores recorrentes,281
2025-10-12,Espectadores recorrentes,221
2025-10-13,Espectadores recorrentes,274
2025-10-14,Espectadores recorrentes,280
2025-10-15,Espectadores recorrentes,213
2025-10-16,Espectadores recorrentes,181
2025-10-17,Espectadores recorrentes,256
2025-10-18,Espectadores recorrentes,241
2025-10-19,Espectadores recorrentes,271
2025-10-20,Espectadores recorrentes,210
2025-10-21,Espectadores recorrentes,213
2025-10-22,Espectadores recorrentes,239
2025-10-23,Espectadores recorrentes,329
2025-10-24,Espectadores recorrentes,248
2025-10-25,Espectadores recorrentes,228
2025-10-26,Espectadores recorrentes,269
2025-10-27,Espectadores recorrentes,263
2025-10-28,Espectadores recorrentes,268
2025-10-29,Espectadores recorrentes,375
2025-10-30,Espectadores recorrentes,312
2025-10-31,Espectadores recorrentes,314
2025-11-01,Espectadores recorrentes,353
2025-11-02,Espectadores recorrentes,253
2025-11-03,Espectadores recorrentes,356
2025-11-04,Espectadores recorrentes,257
2025-11-05,Espectadores recorrentes,324
2025-11-06,Espectadores recorrentes,232
2025-11-07,Espectadores recorrentes,204
2025-11-08,Espectadores recorrentes,236
2025-11-09,Espectadores recorrentes,205
2025-11-10,Espectadores recorrentes,189
2025-11-11,Espectadores recorrentes,272
2025-11-12,Espectadores recorrentes,274
2025-11-13,Espectadores recorrentes,335
2025-11-14,Espectadores recorrentes,234
2025-11-15,Espectadores recorrentes,300
2025-11-16,Espectadores recorrentes,270
2025-11-17,Espectadores recorrentes,249
2025-11-18,Espectadores recorrentes,470
2025-11-19,Espectadores recorrentes,578
2025-11-20,Espectadores recorrentes,554
2025-11-21,Espectadores recorrentes,340
2025-11-22,Espectadores recorrentes,229
2025-11-23,Espectadores recorrentes,333
2025-11-24,Espectadores recorrentes,279
2025-11-25,Espectadores recorrentes,252
2025-11-26,Espectadores recorrentes,239
2025-11-27,Espectadores recorrentes,259
2025-11-28,Espectadores recorrentes,210
2025-11-29,Espectadores recorrentes,208
2025-11-30,Espectadores recorrentes,221
2025-12-01,Espectadores recorrentes,202
2025-12-02,Espectadores recorrentes,308
2025-12-03,Espectadores recorrentes,464
2025-12-04,Espectadores recorrentes,242
2025-12-05,Espectadores recorrentes,305
2025-12-06,Espectadores recorrentes,259
2025-12-07,Espectadores recorrentes,236
2025-12-08,Espectadores recorrentes,318
2025-12-09,Espectadores recorrentes,264
2025-12-10,Espectadores recorrentes,329
2025-12-11,Espectadores recorrentes,374
2025-12-12,Espectadores recorrentes,441
2025-12-13,Espectadores recorrentes,270
2025-12-14,Espectadores recorrentes,325
2025-12-15,Espectadores recorrentes,409
2025-12-16,Espectadores recorrentes,350
2025-12-17,Espectadores recorrentes,417
2025-12-18,Espectadores recorrentes,255
2025-12-19,Espectadores recorrentes,467
2025-12-20,Espectadores recorrentes,418
2025-12-21,Espectadores recorrentes,367
2025-12-22,Espectadores recorrentes,474
2025-12-23,Espectadores recorrentes,354
2025-12-24,Espectadores recorrentes,324
2025-12-25,Espectadores recorrentes,210
2025-12-26,Espectadores recorrentes,345
2025-12-27,Espectadores recorrentes,358
2025-12-28,Espectadores recorrentes,453
2025-12-29,Espectadores recorrentes,410
2025-12-30,Espectadores recorrentes,333
2025-12-31,Espectadores recorrentes,546
2026-01-01,Espectadores recorrentes,201
2026-01-02,Espectadores recorrentes,266
2026-01-03,Espectadores recorrentes,376
2026-01-04,Espectadores recorrentes,320
2026-01-05,Espectadores recorrentes,422
2026-01-06,Espectadores recorrentes,834
2026-01-07,Espectadores recorrentes,307
2026-01-08,Espectadores recorrentes,448
2026-01-09,Espectadores recorrentes,558
2026-01-10,Espectadores recorrentes,725
2026-01-11,Espectadores recorrentes,283
2026-01-12,Espectadores recorrentes,469
2026-01-13,Espectadores recorrentes,217
2026-01-14,Espectadores recorrentes,372
2026-01-15,Espectadores recorrentes,547
2026-01-16,Espectadores recorrentes,371
2026-01-17,Espectadores recorrentes,410
2026-01-18,Espectadores recorrentes,433
2026-01-19,Espectadores recorrentes,246
2026-01-20,Espectadores recorrentes,299
2026-01-21,Espectadores recorrentes,691
2026-01-22,Espectadores recorrentes,214
2026-01-23,Espectadores recorrentes,367
2026-01-24,Espectadores recorrentes,297
2026-01-25,Espectadores recorrentes,237
2026-01-26,Espectadores recorrentes,369
2026-01-27,Espectadores recorrentes,422
2026-01-28,Espectadores recorrentes,385
2026-01-29,Espectadores recorrentes,383
2026-01-30,Espectadores recorrentes,482
2026-01-31,Espectadores recorrentes,465
2026-02-01,Espectadores recorrentes,325
2026-02-02,Espectadores recorrentes,325
2026-02-03,Espectadores recorrentes,363
2026-02-04,Espectadores recorrentes,435
2026-02-05,Espectadores recorrentes,577
2026-02-06,Espectadores recorrentes,544
2026-02-07,Espectadores recorrentes,375
2026-02-08,Espectadores recorrentes,301
2026-02-09,Espectadores recorrentes,342
2026-02-10,Espectadores recorrentes,510
2026-02-11,Espectadores recorrentes,360
2026-02-12,Espectadores recorrentes,307
2026-02-13,Espectadores recorrentes,471
2026-02-14,Espectadores recorrentes,356
2026-02-15,Espectadores recorrentes,693
2026-02-16,Espectadores recorrentes,566
2026-02-17,Espectadores recorrentes,587
2026-02-18,Espectadores recorrentes,679
2026-02-19,Espectadores recorrentes,643
2026-02-20,Espectadores recorrentes,654
2026-02-21,Espectadores recorrentes,16908
2026-02-22,Espectadores recorrentes,11969
2026-02-23,Espectadores recorrentes,13447
2026-02-24,Espectadores recorrentes,8095
2026-02-25,Espectadores recorrentes,10597
2026-02-26,Espectadores recorrentes,5796
2026-02-27,Espectadores recorrentes,3913
2026-02-28,Espectadores recorrentes,5137
2026-03-01,Espectadores recorrentes,3248
2026-03-02,Espectadores recorrentes,1231
2026-03-03,Espectadores recorrentes,1405
2026-03-04,Espectadores recorrentes,933
2026-03-05,Espectadores recorrentes,1255
2026-03-06,Espectadores recorrentes,705
2026-03-07,Espectadores recorrentes,917
2026-03-08,Espectadores recorrentes,1319
2026-03-09,Espectadores recorrentes,1103
2026-03-10,Espectadores recorrentes,687
2026-03-11,Espectadores recorrentes,6298
2026-03-12,Espectadores recorrentes,11060
2026-03-13,Espectadores recorrentes,6797
2026-03-14,Espectadores recorrentes,18295
2026-03-15,Espectadores recorrentes,31808
2026-03-16,Espectadores recorrentes,24719
2026-03-17,Espectadores recorrentes,9661
2026-03-18,Espectadores recorrentes,2701
2026-03-19,Espectadores recorrentes,1368
2026-03-20,Espectadores recorrentes,1087
2026-03-21,Espectadores recorrentes,2188
2026-03-22,Espectadores recorrentes,960
2026-03-23,Espectadores recorrentes,1650
2026-03-24,Espectadores recorrentes,2574
2026-03-25,Espectadores recorrentes,2554
2026-03-26,Espectadores recorrentes,5778
2026-03-27,Espectadores recorrentes,3904
2026-03-28,Espectadores recorrentes,6883
2026-03-29,Espectadores recorrentes,6683
2026-03-30,Espectadores recorrentes,7507
2026-03-31,Espectadores recorrentes,13048
2026-04-01,Espectadores recorrentes,13648
2026-04-02,Espectadores recorrentes,13231
2026-04-03,Espectadores recorrentes,5628
2026-04-04,Espectadores recorrentes,4558
2026-04-05,Espectadores recorrentes,5556
2026-04-06,Espectadores recorrentes,3099
2026-04-07,Espectadores recorrentes,3376
2026-04-08,Espectadores recorrentes,1503
2026-04-09,Espectadores recorrentes,1230
2026-04-10,Espectadores recorrentes,1507
2026-04-11,Espectadores recorrentes,1986
2026-04-12,Espectadores recorrentes,1249
