Data,Conteúdo,Título do vídeo,Horário de publicação do vídeo,Duração,Visualizações
2026-03-01,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,0
2026-03-02,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,0
2026-03-03,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,0
2026-03-04,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,0
2026-03-05,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,0
2026-03-06,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,0
2026-03-07,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,1
2026-03-08,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,0
2026-03-09,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,0
2026-03-10,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,1
2026-03-11,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,1
2026-03-12,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,0
2026-03-13,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,0
2026-03-14,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,0
2026-03-15,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,0
2026-03-16,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,0
2026-03-17,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,0
2026-03-18,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,0
2026-03-19,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,0
2026-03-20,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,0
2026-03-21,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,0
2026-03-22,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,0
2026-03-23,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,1
2026-03-24,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,1
2026-03-25,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,3
2026-03-26,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,0
2026-03-27,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,0
2026-03-28,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,0
2026-03-29,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,0
2026-03-30,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,0
2026-03-31,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,0
2026-04-01,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,0
2026-04-02,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,0
2026-04-03,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,0
2026-04-04,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,1
2026-04-05,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,0
2026-04-06,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,0
2026-04-07,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,0
2026-04-08,ZlkeW7whfWg,Eu com meu iPhone 17 💅,"Jan 17, 2026",12,0
2026-01-09,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,35
2026-01-10,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,38
2026-01-11,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,28
2026-01-12,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,40
2026-01-13,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,30
2026-01-14,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,32
2026-01-15,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,40
2026-01-16,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,39
2026-01-17,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,29
2026-01-18,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,24
2026-01-19,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,29
2026-01-20,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,14
2026-01-21,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,28
2026-01-22,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,33
2026-01-23,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,23
2026-01-24,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,39
2026-01-25,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,22
2026-01-26,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,24
2026-01-27,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,32
2026-01-28,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,17
2026-01-29,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,35
2026-01-30,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,29
2026-01-31,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,11
2026-02-01,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,22
2026-02-02,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,23
2026-02-03,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,34
2026-02-04,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,25
2026-02-05,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,29
2026-02-06,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,16
2026-02-07,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,25
2026-02-08,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,24
2026-02-09,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,36
2026-02-10,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,17
2026-02-11,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,29
2026-02-12,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,28
2026-02-13,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,27
2026-02-14,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,43
2026-02-15,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,31
2026-02-16,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,63
2026-02-17,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,45
2026-02-18,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,22
2026-02-19,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,37
2026-02-20,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,31
2026-02-21,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,53
2026-02-22,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,38
2026-02-23,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,39
2026-02-24,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,13
2026-02-25,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,10
2026-02-26,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,20
2026-02-27,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,28
2026-02-28,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,34
2026-03-01,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,15
2026-03-02,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,13
2026-03-03,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,28
2026-03-04,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,20
2026-03-05,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,22
2026-03-06,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,34
2026-03-07,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,25
2026-03-08,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,14
2026-03-09,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,26
2026-03-10,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,22
2026-03-11,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,19
2026-03-12,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,11
2026-03-13,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,19
2026-03-14,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,24
2026-03-15,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,38
2026-03-16,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,21
2026-03-17,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,30
2026-03-18,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,30
2026-03-19,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,27
2026-03-20,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,16
2026-03-21,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,19
2026-03-22,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,25
2026-03-23,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,25
2026-03-24,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,15
2026-03-25,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,28
2026-03-26,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,36
2026-03-27,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,20
2026-03-28,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,26
2026-03-29,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,13
2026-03-30,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,22
2026-03-31,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,14
2026-04-01,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,19
2026-04-02,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,4
2026-04-03,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,24
2026-04-04,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,24
2026-04-05,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,20
2026-04-06,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,11
2026-04-07,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,23
2026-04-08,_fN6SsIEXRw,"Se até o Neymar está usando, já sabe que é sucesso, né?","Mar 5, 2025",26,23
2026-01-09,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,0
2026-01-10,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,0
2026-01-11,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,0
2026-01-12,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,0
2026-01-13,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,0
2026-01-14,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,0
2026-01-15,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,0
2026-01-16,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,0
2026-01-17,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,0
2026-01-18,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,1710
2026-01-19,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,573
2026-01-20,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,423
2026-01-21,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,393
2026-01-22,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,27
2026-01-23,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,23
2026-01-24,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,7
2026-01-25,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,1
2026-01-26,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,3
2026-01-27,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,2
2026-01-28,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,3
2026-01-29,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,4
2026-01-30,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,4
2026-01-31,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,1
2026-02-01,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,2
2026-02-02,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,5
2026-02-03,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,1
2026-02-04,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,3
2026-02-05,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,2
2026-02-06,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,1
2026-02-07,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,1
2026-02-08,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,2
2026-02-09,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,0
2026-02-10,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,2
2026-02-11,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,1
2026-02-12,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,2
2026-02-13,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,1
2026-02-14,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,3
2026-02-15,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,0
2026-02-16,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,1
2026-02-17,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,2
2026-02-18,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,2
2026-02-19,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,0
2026-02-20,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,6
2026-02-21,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,1
2026-02-22,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,3
2026-02-23,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,7
2026-02-24,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,0
2026-02-25,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,2
2026-02-26,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,2
2026-02-27,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,2
2026-02-28,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,0
2026-03-01,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,2
2026-03-02,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,0
2026-03-03,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,0
2026-03-04,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,2
2026-03-05,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,0
2026-03-06,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,1
2026-03-07,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,1
2026-03-08,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,2
2026-03-09,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,0
2026-03-10,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,1
2026-03-11,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,1
2026-03-12,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,0
2026-03-13,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,0
2026-03-14,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,0
2026-03-15,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,0
2026-03-16,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,4
2026-03-17,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,0
2026-03-18,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,0
2026-03-19,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,0
2026-03-20,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,0
2026-03-21,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,0
2026-03-22,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,2
2026-03-23,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,1
2026-03-24,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,1
2026-03-25,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,1
2026-03-26,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,0
2026-03-27,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,0
2026-03-28,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,0
2026-03-29,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,1
2026-03-30,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,0
2026-03-31,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,1
2026-04-01,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,0
2026-04-02,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,0
2026-04-03,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,3
2026-04-04,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,1
2026-04-05,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,1
2026-04-06,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,0
2026-04-07,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,0
2026-04-08,xgQjeeplapQ,Rumores do iPhone 18 🍎👀,"Jan 18, 2026",43,0
