Data,Sistema operacional,Visualizações
2025-10-27,Windows Mobile,0
2025-10-28,Windows Mobile,0
2025-10-29,Windows Mobile,0
2025-10-30,Windows Mobile,0
2025-10-31,Windows Mobile,0
2025-11-01,Windows Mobile,0
2025-11-02,Windows Mobile,0
2025-11-03,Windows Mobile,0
2025-11-04,Windows Mobile,0
2025-11-05,Windows Mobile,0
2025-11-06,Windows Mobile,0
2025-11-07,Windows Mobile,0
2025-11-08,Windows Mobile,0
2025-11-09,Windows Mobile,0
2025-11-10,Windows Mobile,0
2025-11-11,Windows Mobile,0
2025-11-12,Windows Mobile,0
2025-11-13,Windows Mobile,0
2025-11-14,Windows Mobile,0
2025-11-15,Windows Mobile,0
2025-11-16,Windows Mobile,0
2025-11-17,Windows Mobile,0
2025-11-18,Windows Mobile,0
2025-11-19,Windows Mobile,0
2025-11-20,Windows Mobile,0
2025-11-21,Windows Mobile,0
2025-11-22,Windows Mobile,0
2025-11-23,Windows Mobile,0
2025-11-24,Windows Mobile,0
2025-11-25,Windows Mobile,0
2025-11-26,Windows Mobile,0
2025-11-27,Windows Mobile,0
2025-11-28,Windows Mobile,0
2025-11-29,Windows Mobile,0
2025-11-30,Windows Mobile,0
2025-12-01,Windows Mobile,0
2025-12-02,Windows Mobile,0
2025-12-03,Windows Mobile,0
2025-12-04,Windows Mobile,0
2025-12-05,Windows Mobile,0
2025-12-06,Windows Mobile,0
2025-12-07,Windows Mobile,0
2025-12-08,Windows Mobile,0
2025-12-09,Windows Mobile,0
2025-12-10,Windows Mobile,0
2025-12-11,Windows Mobile,0
2025-12-12,Windows Mobile,0
2025-12-13,Windows Mobile,0
2025-12-14,Windows Mobile,0
2025-12-15,Windows Mobile,0
2025-12-16,Windows Mobile,0
2025-12-17,Windows Mobile,0
2025-12-18,Windows Mobile,0
2025-12-19,Windows Mobile,0
2025-12-20,Windows Mobile,0
2025-12-21,Windows Mobile,0
2025-12-22,Windows Mobile,0
2025-12-23,Windows Mobile,0
2025-12-24,Windows Mobile,0
2025-12-25,Windows Mobile,0
2025-12-26,Windows Mobile,0
2025-12-27,Windows Mobile,0
2025-12-28,Windows Mobile,0
2025-12-29,Windows Mobile,0
2025-12-30,Windows Mobile,0
2025-12-31,Windows Mobile,0
2026-01-01,Windows Mobile,0
2026-01-02,Windows Mobile,0
2026-01-03,Windows Mobile,0
2026-01-04,Windows Mobile,0
2026-01-05,Windows Mobile,0
2026-01-06,Windows Mobile,0
2026-01-07,Windows Mobile,0
2026-01-08,Windows Mobile,0
2026-01-09,Windows Mobile,0
2026-01-10,Windows Mobile,0
2026-01-11,Windows Mobile,0
2026-01-12,Windows Mobile,0
2026-01-13,Windows Mobile,0
2026-01-14,Windows Mobile,0
2026-01-15,Windows Mobile,0
2026-01-16,Windows Mobile,0
2026-01-17,Windows Mobile,0
2026-01-18,Windows Mobile,0
2026-01-19,Windows Mobile,0
2026-01-20,Windows Mobile,0
2026-01-21,Windows Mobile,0
2026-01-22,Windows Mobile,0
2026-01-23,Windows Mobile,0
2026-01-24,Windows Mobile,0
2026-01-25,Windows Mobile,0
2026-01-26,Windows Mobile,0
2026-01-27,Windows Mobile,0
2026-01-28,Windows Mobile,0
2026-01-29,Windows Mobile,0
2026-01-30,Windows Mobile,0
2026-01-31,Windows Mobile,0
2026-02-01,Windows Mobile,0
2026-02-02,Windows Mobile,0
2026-02-03,Windows Mobile,0
2026-02-04,Windows Mobile,0
2026-02-05,Windows Mobile,0
2026-02-06,Windows Mobile,0
2026-02-07,Windows Mobile,0
2026-02-08,Windows Mobile,0
2026-02-09,Windows Mobile,0
2026-02-10,Windows Mobile,0
2026-02-11,Windows Mobile,0
2026-02-12,Windows Mobile,0
2026-02-13,Windows Mobile,0
2026-02-14,Windows Mobile,0
2026-02-15,Windows Mobile,0
2026-02-16,Windows Mobile,0
2026-02-17,Windows Mobile,0
2026-02-18,Windows Mobile,0
2026-02-19,Windows Mobile,0
2026-02-20,Windows Mobile,0
2026-02-21,Windows Mobile,0
2026-02-22,Windows Mobile,0
2026-02-23,Windows Mobile,0
2026-02-24,Windows Mobile,0
2026-02-25,Windows Mobile,0
2026-02-26,Windows Mobile,0
2026-02-27,Windows Mobile,0
2026-02-28,Windows Mobile,1
2026-03-01,Windows Mobile,0
2026-03-02,Windows Mobile,0
2026-03-03,Windows Mobile,0
2026-03-04,Windows Mobile,0
2026-03-05,Windows Mobile,0
2026-03-06,Windows Mobile,0
2026-03-07,Windows Mobile,0
2026-03-08,Windows Mobile,0
2026-03-09,Windows Mobile,0
2026-03-10,Windows Mobile,0
2026-03-11,Windows Mobile,0
2026-03-12,Windows Mobile,0
2026-03-13,Windows Mobile,0
2026-03-14,Windows Mobile,0
2026-03-15,Windows Mobile,0
2026-03-16,Windows Mobile,0
2026-03-17,Windows Mobile,0
2026-03-18,Windows Mobile,0
2026-03-19,Windows Mobile,0
2026-03-20,Windows Mobile,0
2026-03-21,Windows Mobile,0
2026-03-22,Windows Mobile,0
2026-03-23,Windows Mobile,0
2026-03-24,Windows Mobile,0
2026-03-25,Windows Mobile,0
2026-03-26,Windows Mobile,0
2026-03-27,Windows Mobile,0
2026-03-28,Windows Mobile,0
2026-03-29,Windows Mobile,0
2026-03-30,Windows Mobile,0
2026-03-31,Windows Mobile,0
2026-04-01,Windows Mobile,0
2026-04-02,Windows Mobile,0
2026-04-03,Windows Mobile,0
2026-04-04,Windows Mobile,0
2026-04-05,Windows Mobile,0
2026-04-06,Windows Mobile,0
2026-04-07,Windows Mobile,0
2026-04-08,Windows Mobile,0
2026-04-09,Windows Mobile,0
2026-04-10,Windows Mobile,0
2026-04-11,Windows Mobile,0
2026-04-12,Windows Mobile,0
2025-04-13,Android,2515
2025-04-14,Android,245
2025-04-15,Android,1698
2025-04-16,Android,29704
2025-04-17,Android,2021
2025-04-18,Android,3275
2025-04-19,Android,3371
2025-04-20,Android,2112
2025-04-21,Android,1413
2025-04-22,Android,944
2025-04-23,Android,1437
2025-04-24,Android,937
2025-04-25,Android,2169
2025-04-26,Android,576
2025-04-27,Android,1472
2025-04-28,Android,497
2025-04-29,Android,283
2025-04-30,Android,1093
2025-05-01,Android,1200
2025-05-02,Android,300
2025-05-03,Android,318
2025-05-04,Android,2085
2025-05-05,Android,445
2025-05-06,Android,503
2025-05-07,Android,609
2025-05-08,Android,764
2025-05-09,Android,234
2025-05-10,Android,708
2025-05-11,Android,236
2025-05-12,Android,206
2025-05-13,Android,217
2025-05-14,Android,628
2025-05-15,Android,784
2025-05-16,Android,1782
2025-05-17,Android,169
2025-05-18,Android,175
2025-05-19,Android,162
2025-05-20,Android,454
2025-05-21,Android,343
2025-05-22,Android,1136
2025-05-23,Android,3168
2025-05-24,Android,1309
2025-05-25,Android,220
2025-05-26,Android,485
2025-05-27,Android,2467
2025-05-28,Android,679
2025-05-29,Android,267
2025-05-30,Android,1565
2025-05-31,Android,435
2025-06-01,Android,217
2025-06-02,Android,255
2025-06-03,Android,1020
2025-06-04,Android,973
2025-06-05,Android,741
2025-06-06,Android,644
2025-06-07,Android,866
2025-06-08,Android,305
2025-06-09,Android,1044
2025-06-10,Android,21772
2025-06-11,Android,7519
2025-06-12,Android,1248
2025-06-13,Android,1137
2025-06-14,Android,1766
2025-06-15,Android,1039
2025-06-16,Android,731
2025-06-17,Android,1010
2025-06-18,Android,453
2025-06-19,Android,808
2025-06-20,Android,1805
2025-06-21,Android,1106
2025-06-22,Android,319
2025-06-23,Android,263
2025-06-24,Android,1152
2025-06-25,Android,875
2025-06-26,Android,427
2025-06-27,Android,893
2025-06-28,Android,872
2025-06-29,Android,282
2025-06-30,Android,1537
2025-07-01,Android,617
2025-07-02,Android,183
2025-07-03,Android,160
2025-07-04,Android,198
2025-07-05,Android,190
2025-07-06,Android,189
2025-07-07,Android,223
2025-07-08,Android,987
2025-07-09,Android,320
2025-07-10,Android,155
2025-07-11,Android,436
2025-07-12,Android,274
2025-07-13,Android,218
2025-07-14,Android,475
2025-07-15,Android,736
2025-07-16,Android,533
2025-07-17,Android,1055
2025-07-18,Android,364
2025-07-19,Android,1104
2025-07-20,Android,274
2025-07-21,Android,419
2025-07-22,Android,200
2025-07-23,Android,1020
2025-07-24,Android,398
2025-07-25,Android,371
2025-07-26,Android,202
2025-07-27,Android,169
2025-07-28,Android,264
2025-07-29,Android,474
2025-07-30,Android,1020
2025-07-31,Android,284
2025-08-01,Android,179
2025-08-02,Android,991
2025-08-03,Android,165
2025-08-04,Android,202
2025-08-05,Android,254
2025-08-06,Android,204
2025-08-07,Android,1459
2025-08-08,Android,490
2025-08-09,Android,228
2025-08-10,Android,274
2025-08-11,Android,193
2025-08-12,Android,246
2025-08-13,Android,4062
2025-08-14,Android,406
2025-08-15,Android,354
2025-08-16,Android,369
2025-08-17,Android,226
2025-08-18,Android,347
2025-08-19,Android,184
2025-08-20,Android,274
2025-08-21,Android,598
2025-08-22,Android,333
2025-08-23,Android,307
2025-08-24,Android,296
2025-08-25,Android,535
2025-08-26,Android,2114
2025-08-27,Android,656
2025-08-28,Android,275
2025-08-29,Android,522
2025-08-30,Android,237
2025-08-31,Android,2025
2025-09-01,Android,1810
2025-09-02,Android,600
2025-09-03,Android,1188
2025-09-04,Android,4766
2025-09-05,Android,3717
2025-09-06,Android,1830
2025-09-07,Android,1201
2025-09-08,Android,1227
2025-09-09,Android,5343
2025-09-10,Android,3168
2025-09-11,Android,1272
2025-09-12,Android,1210
2025-09-13,Android,1477
2025-09-14,Android,1217
2025-09-15,Android,1087
2025-09-16,Android,1021
2025-09-17,Android,1068
2025-09-18,Android,918
2025-09-19,Android,1039
2025-09-20,Android,1682
2025-09-21,Android,2477
2025-09-22,Android,1046
2025-09-23,Android,1107
2025-09-24,Android,768
2025-09-25,Android,1259
2025-09-26,Android,849
2025-09-27,Android,908
2025-09-28,Android,1317
2025-09-29,Android,664
2025-09-30,Android,1611
2025-10-01,Android,1149
2025-10-02,Android,663
2025-10-03,Android,667
2025-10-04,Android,674
2025-10-05,Android,751
2025-10-06,Android,2079
2025-10-07,Android,1045
2025-10-08,Android,934
2025-10-09,Android,2401
2025-10-10,Android,1280
2025-10-11,Android,840
2025-10-12,Android,715
2025-10-13,Android,615
2025-10-14,Android,1381
2025-10-15,Android,648
2025-10-16,Android,615
2025-10-17,Android,715
2025-10-18,Android,742
2025-10-19,Android,722
2025-10-20,Android,1106
2025-10-21,Android,1411
2025-10-22,Android,720
2025-10-23,Android,1129
2025-10-24,Android,741
2025-10-25,Android,759
2025-10-26,Android,712
2025-10-27,Android,820
2025-10-28,Android,763
2025-10-29,Android,2362
2025-10-30,Android,1787
2025-10-31,Android,1510
2025-11-01,Android,875
2025-11-02,Android,866
2025-11-03,Android,894
2025-11-04,Android,1136
2025-11-05,Android,1797
2025-11-06,Android,1261
2025-11-07,Android,618
2025-11-08,Android,675
2025-11-09,Android,710
2025-11-10,Android,680
2025-11-11,Android,1715
2025-11-12,Android,878
2025-11-13,Android,743
2025-11-14,Android,836
2025-11-15,Android,932
2025-11-16,Android,933
2025-11-17,Android,725
2025-11-18,Android,1647
2025-11-19,Android,1367
2025-11-20,Android,1054
2025-11-21,Android,867
2025-11-22,Android,826
2025-11-23,Android,914
2025-11-24,Android,854
2025-11-25,Android,688
2025-11-26,Android,693
2025-11-27,Android,747
2025-11-28,Android,734
2025-11-29,Android,732
2025-11-30,Android,743
2025-12-01,Android,697
2025-12-02,Android,1511
2025-12-03,Android,1352
2025-12-04,Android,671
2025-12-05,Android,796
2025-12-06,Android,694
2025-12-07,Android,728
2025-12-08,Android,810
2025-12-09,Android,1474
2025-12-10,Android,1936
2025-12-11,Android,1814
2025-12-12,Android,2448
2025-12-13,Android,1434
2025-12-14,Android,1882
2025-12-15,Android,2748
2025-12-16,Android,2634
2025-12-17,Android,1885
2025-12-18,Android,811
2025-12-19,Android,2260
2025-12-20,Android,2054
2025-12-21,Android,1261
2025-12-22,Android,1118
2025-12-23,Android,1801
2025-12-24,Android,1743
2025-12-25,Android,715
2025-12-26,Android,1358
2025-12-27,Android,1674
2025-12-28,Android,3199
2025-12-29,Android,1912
2025-12-30,Android,1409
2025-12-31,Android,1566
2026-01-01,Android,634
2026-01-02,Android,791
2026-01-03,Android,2554
2026-01-04,Android,1475
2026-01-05,Android,1714
2026-01-06,Android,4175
2026-01-07,Android,1545
2026-01-08,Android,2856
2026-01-09,Android,1538
2026-01-10,Android,1791
2026-01-11,Android,928
2026-01-12,Android,2240
2026-01-13,Android,1164
2026-01-14,Android,2223
2026-01-15,Android,1976
2026-01-16,Android,1005
2026-01-17,Android,2722
2026-01-18,Android,1889
2026-01-19,Android,643
2026-01-20,Android,1067
2026-01-21,Android,2050
2026-01-22,Android,660
2026-01-23,Android,1821
2026-01-24,Android,932
2026-01-25,Android,735
2026-01-26,Android,1188
2026-01-27,Android,1754
2026-01-28,Android,1441
2026-01-29,Android,794
2026-01-30,Android,2589
2026-01-31,Android,2428
2026-02-01,Android,1861
2026-02-02,Android,1665
2026-02-03,Android,886
2026-02-04,Android,1101
2026-02-05,Android,1595
2026-02-06,Android,2427
2026-02-07,Android,1010
2026-02-08,Android,807
2026-02-09,Android,1016
2026-02-10,Android,1085
2026-02-11,Android,1165
2026-02-12,Android,2017
2026-02-13,Android,1532
2026-02-14,Android,813
2026-02-15,Android,1870
2026-02-16,Android,1565
2026-02-17,Android,2127
2026-02-18,Android,2300
2026-02-19,Android,2155
2026-02-20,Android,2606
2026-02-21,Android,131897
2026-02-22,Android,92607
2026-02-23,Android,102534
2026-02-24,Android,65806
2026-02-25,Android,82957
2026-02-26,Android,60632
2026-02-27,Android,43596
2026-02-28,Android,47666
2026-03-01,Android,30773
2026-03-02,Android,4977
2026-03-03,Android,4462
2026-03-04,Android,4172
2026-03-05,Android,4936
2026-03-06,Android,2689
2026-03-07,Android,2594
2026-03-08,Android,3108
2026-03-09,Android,2663
2026-03-10,Android,2140
2026-03-11,Android,14555
2026-03-12,Android,21776
2026-03-13,Android,16230
2026-03-14,Android,43566
2026-03-15,Android,90739
2026-03-16,Android,79891
2026-03-17,Android,35607
2026-03-18,Android,10774
2026-03-19,Android,5177
2026-03-20,Android,4422
2026-03-21,Android,9138
2026-03-22,Android,2629
2026-03-23,Android,4385
2026-03-24,Android,7012
2026-03-25,Android,7040
2026-03-26,Android,16268
2026-03-27,Android,10477
2026-03-28,Android,17290
2026-03-29,Android,17277
2026-03-30,Android,19826
2026-03-31,Android,35762
2026-04-01,Android,45089
2026-04-02,Android,46735
2026-04-03,Android,19731
2026-04-04,Android,17662
2026-04-05,Android,19951
2026-04-06,Android,11887
2026-04-07,Android,14052
2026-04-08,Android,6018
2026-04-09,Android,4506
2026-04-10,Android,5234
2026-04-11,Android,5700
2026-04-12,Android,3274
2025-04-13,iOS,141
2025-04-14,iOS,32
2025-04-15,iOS,101
2025-04-16,iOS,1006
2025-04-17,iOS,110
2025-04-18,iOS,310
2025-04-19,iOS,361
2025-04-20,iOS,234
2025-04-21,iOS,136
2025-04-22,iOS,91
2025-04-23,iOS,162
2025-04-24,iOS,95
2025-04-25,iOS,175
2025-04-26,iOS,31
2025-04-27,iOS,117
2025-04-28,iOS,60
2025-04-29,iOS,25
2025-04-30,iOS,154
2025-05-01,iOS,111
2025-05-02,iOS,20
2025-05-03,iOS,31
2025-05-04,iOS,200
2025-05-05,iOS,48
2025-05-06,iOS,37
2025-05-07,iOS,29
2025-05-08,iOS,30
2025-05-09,iOS,11
2025-05-10,iOS,77
2025-05-11,iOS,19
2025-05-12,iOS,24
2025-05-13,iOS,15
2025-05-14,iOS,96
2025-05-15,iOS,98
2025-05-16,iOS,120
2025-05-17,iOS,13
2025-05-18,iOS,13
2025-05-19,iOS,26
2025-05-20,iOS,22
2025-05-21,iOS,21
2025-05-22,iOS,155
2025-05-23,iOS,315
2025-05-24,iOS,149
2025-05-25,iOS,9
2025-05-26,iOS,66
2025-05-27,iOS,196
2025-05-28,iOS,31
2025-05-29,iOS,47
2025-05-30,iOS,135
2025-05-31,iOS,33
2025-06-01,iOS,28
2025-06-02,iOS,29
2025-06-03,iOS,47
2025-06-04,iOS,128
2025-06-05,iOS,59
2025-06-06,iOS,36
2025-06-07,iOS,68
2025-06-08,iOS,27
2025-06-09,iOS,47
2025-06-10,iOS,1502
2025-06-11,iOS,578
2025-06-12,iOS,109
2025-06-13,iOS,138
2025-06-14,iOS,201
2025-06-15,iOS,73
2025-06-16,iOS,49
2025-06-17,iOS,80
2025-06-18,iOS,36
2025-06-19,iOS,30
2025-06-20,iOS,83
2025-06-21,iOS,60
2025-06-22,iOS,23
2025-06-23,iOS,17
2025-06-24,iOS,105
2025-06-25,iOS,85
2025-06-26,iOS,45
2025-06-27,iOS,88
2025-06-28,iOS,68
2025-06-29,iOS,18
2025-06-30,iOS,64
2025-07-01,iOS,59
2025-07-02,iOS,11
2025-07-03,iOS,11
2025-07-04,iOS,18
2025-07-05,iOS,31
2025-07-06,iOS,14
2025-07-07,iOS,19
2025-07-08,iOS,46
2025-07-09,iOS,29
2025-07-10,iOS,30
2025-07-11,iOS,42
2025-07-12,iOS,18
2025-07-13,iOS,19
2025-07-14,iOS,26
2025-07-15,iOS,57
2025-07-16,iOS,41
2025-07-17,iOS,68
2025-07-18,iOS,29
2025-07-19,iOS,56
2025-07-20,iOS,19
2025-07-21,iOS,40
2025-07-22,iOS,17
2025-07-23,iOS,56
2025-07-24,iOS,24
2025-07-25,iOS,19
2025-07-26,iOS,25
2025-07-27,iOS,15
2025-07-28,iOS,17
2025-07-29,iOS,46
2025-07-30,iOS,54
2025-07-31,iOS,27
2025-08-01,iOS,16
2025-08-02,iOS,133
2025-08-03,iOS,30
2025-08-04,iOS,31
2025-08-05,iOS,22
2025-08-06,iOS,34
2025-08-07,iOS,127
2025-08-08,iOS,50
2025-08-09,iOS,38
2025-08-10,iOS,28
2025-08-11,iOS,23
2025-08-12,iOS,35
2025-08-13,iOS,222
2025-08-14,iOS,56
2025-08-15,iOS,27
2025-08-16,iOS,25
2025-08-17,iOS,24
2025-08-18,iOS,34
2025-08-19,iOS,22
2025-08-20,iOS,20
2025-08-21,iOS,68
2025-08-22,iOS,32
2025-08-23,iOS,41
2025-08-24,iOS,48
2025-08-25,iOS,46
2025-08-26,iOS,139
2025-08-27,iOS,53
2025-08-28,iOS,42
2025-08-29,iOS,61
2025-08-30,iOS,31
2025-08-31,iOS,132
2025-09-01,iOS,81
2025-09-02,iOS,53
2025-09-03,iOS,66
2025-09-04,iOS,146
2025-09-05,iOS,141
2025-09-06,iOS,117
2025-09-07,iOS,65
2025-09-08,iOS,52
2025-09-09,iOS,638
2025-09-10,iOS,405
2025-09-11,iOS,59
2025-09-12,iOS,73
2025-09-13,iOS,88
2025-09-14,iOS,88
2025-09-15,iOS,79
2025-09-16,iOS,36
2025-09-17,iOS,51
2025-09-18,iOS,45
2025-09-19,iOS,74
2025-09-20,iOS,125
2025-09-21,iOS,243
2025-09-22,iOS,99
2025-09-23,iOS,158
2025-09-24,iOS,57
2025-09-25,iOS,124
2025-09-26,iOS,50
2025-09-27,iOS,48
2025-09-28,iOS,90
2025-09-29,iOS,59
2025-09-30,iOS,60
2025-10-01,iOS,60
2025-10-02,iOS,36
2025-10-03,iOS,40
2025-10-04,iOS,49
2025-10-05,iOS,43
2025-10-06,iOS,183
2025-10-07,iOS,71
2025-10-08,iOS,67
2025-10-09,iOS,313
2025-10-10,iOS,83
2025-10-11,iOS,60
2025-10-12,iOS,43
2025-10-13,iOS,34
2025-10-14,iOS,194
2025-10-15,iOS,65
2025-10-16,iOS,42
2025-10-17,iOS,49
2025-10-18,iOS,42
2025-10-19,iOS,49
2025-10-20,iOS,65
2025-10-21,iOS,106
2025-10-22,iOS,30
2025-10-23,iOS,61
2025-10-24,iOS,59
2025-10-25,iOS,32
2025-10-26,iOS,45
2025-10-27,iOS,50
2025-10-28,iOS,34
2025-10-29,iOS,157
2025-10-30,iOS,127
2025-10-31,iOS,98
2025-11-01,iOS,60
2025-11-02,iOS,89
2025-11-03,iOS,104
2025-11-04,iOS,90
2025-11-05,iOS,124
2025-11-06,iOS,60
2025-11-07,iOS,71
2025-11-08,iOS,54
2025-11-09,iOS,54
2025-11-10,iOS,50
2025-11-11,iOS,108
2025-11-12,iOS,67
2025-11-13,iOS,62
2025-11-14,iOS,56
2025-11-15,iOS,78
2025-11-16,iOS,77
2025-11-17,iOS,56
2025-11-18,iOS,128
2025-11-19,iOS,113
2025-11-20,iOS,81
2025-11-21,iOS,82
2025-11-22,iOS,62
2025-11-23,iOS,64
2025-11-24,iOS,111
2025-11-25,iOS,55
2025-11-26,iOS,93
2025-11-27,iOS,68
2025-11-28,iOS,68
2025-11-29,iOS,70
2025-11-30,iOS,63
2025-12-01,iOS,64
2025-12-02,iOS,216
2025-12-03,iOS,138
2025-12-04,iOS,42
2025-12-05,iOS,91
2025-12-06,iOS,74
2025-12-07,iOS,75
2025-12-08,iOS,50
2025-12-09,iOS,144
2025-12-10,iOS,156
2025-12-11,iOS,173
2025-12-12,iOS,211
2025-12-13,iOS,146
2025-12-14,iOS,214
2025-12-15,iOS,207
2025-12-16,iOS,232
2025-12-17,iOS,216
2025-12-18,iOS,82
2025-12-19,iOS,221
2025-12-20,iOS,274
2025-12-21,iOS,112
2025-12-22,iOS,114
2025-12-23,iOS,164
2025-12-24,iOS,144
2025-12-25,iOS,78
2025-12-26,iOS,118
2025-12-27,iOS,185
2025-12-28,iOS,327
2025-12-29,iOS,205
2025-12-30,iOS,134
2025-12-31,iOS,160
2026-01-01,iOS,94
2026-01-02,iOS,63
2026-01-03,iOS,241
2026-01-04,iOS,211
2026-01-05,iOS,248
2026-01-06,iOS,314
2026-01-07,iOS,145
2026-01-08,iOS,182
2026-01-09,iOS,106
2026-01-10,iOS,112
2026-01-11,iOS,137
2026-01-12,iOS,202
2026-01-13,iOS,103
2026-01-14,iOS,238
2026-01-15,iOS,185
2026-01-16,iOS,89
2026-01-17,iOS,241
2026-01-18,iOS,158
2026-01-19,iOS,80
2026-01-20,iOS,107
2026-01-21,iOS,312
2026-01-22,iOS,81
2026-01-23,iOS,138
2026-01-24,iOS,82
2026-01-25,iOS,75
2026-01-26,iOS,93
2026-01-27,iOS,138
2026-01-28,iOS,94
2026-01-29,iOS,63
2026-01-30,iOS,286
2026-01-31,iOS,254
2026-02-01,iOS,178
2026-02-02,iOS,151
2026-02-03,iOS,66
2026-02-04,iOS,89
2026-02-05,iOS,134
2026-02-06,iOS,178
2026-02-07,iOS,65
2026-02-08,iOS,80
2026-02-09,iOS,111
2026-02-10,iOS,90
2026-02-11,iOS,66
2026-02-12,iOS,147
2026-02-13,iOS,144
2026-02-14,iOS,104
2026-02-15,iOS,175
2026-02-16,iOS,184
2026-02-17,iOS,282
2026-02-18,iOS,331
2026-02-19,iOS,272
2026-02-20,iOS,443
2026-02-21,iOS,28550
2026-02-22,iOS,19951
2026-02-23,iOS,17782
2026-02-24,iOS,9949
2026-02-25,iOS,12985
2026-02-26,iOS,8189
2026-02-27,iOS,5553
2026-02-28,iOS,6710
2026-03-01,iOS,4117
2026-03-02,iOS,721
2026-03-03,iOS,934
2026-03-04,iOS,941
2026-03-05,iOS,947
2026-03-06,iOS,536
2026-03-07,iOS,697
2026-03-08,iOS,804
2026-03-09,iOS,588
2026-03-10,iOS,300
2026-03-11,iOS,3387
2026-03-12,iOS,4873
2026-03-13,iOS,3459
2026-03-14,iOS,8641
2026-03-15,iOS,17689
2026-03-16,iOS,13471
2026-03-17,iOS,6169
2026-03-18,iOS,1709
2026-03-19,iOS,811
2026-03-20,iOS,652
2026-03-21,iOS,1273
2026-03-22,iOS,760
2026-03-23,iOS,1018
2026-03-24,iOS,1441
2026-03-25,iOS,1752
2026-03-26,iOS,3229
2026-03-27,iOS,2320
2026-03-28,iOS,3365
2026-03-29,iOS,3605
2026-03-30,iOS,3675
2026-03-31,iOS,6081
2026-04-01,iOS,7257
2026-04-02,iOS,7960
2026-04-03,iOS,3503
2026-04-04,iOS,3160
2026-04-05,iOS,3858
2026-04-06,iOS,2238
2026-04-07,iOS,2561
2026-04-08,iOS,1054
2026-04-09,iOS,726
2026-04-10,iOS,689
2026-04-11,iOS,1041
2026-04-12,iOS,562
2025-04-13,Macintosh,4
2025-04-14,Macintosh,0
2025-04-15,Macintosh,1
2025-04-16,Macintosh,8
2025-04-17,Macintosh,2
2025-04-18,Macintosh,3
2025-04-19,Macintosh,4
2025-04-20,Macintosh,1
2025-04-21,Macintosh,0
2025-04-22,Macintosh,3
2025-04-23,Macintosh,10
2025-04-24,Macintosh,7
2025-04-25,Macintosh,0
2025-04-26,Macintosh,1
2025-04-27,Macintosh,2
2025-04-28,Macintosh,0
2025-04-29,Macintosh,0
2025-04-30,Macintosh,1
2025-05-01,Macintosh,3
2025-05-02,Macintosh,1
2025-05-03,Macintosh,2
2025-05-04,Macintosh,2
2025-05-05,Macintosh,1
2025-05-06,Macintosh,3
2025-05-07,Macintosh,1
2025-05-08,Macintosh,2
2025-05-09,Macintosh,3
2025-05-10,Macintosh,4
2025-05-11,Macintosh,5
2025-05-12,Macintosh,0
2025-05-13,Macintosh,1
2025-05-14,Macintosh,2
2025-05-15,Macintosh,5
2025-05-16,Macintosh,4
2025-05-17,Macintosh,0
2025-05-18,Macintosh,0
2025-05-19,Macintosh,0
2025-05-20,Macintosh,1
2025-05-21,Macintosh,2
2025-05-22,Macintosh,3
2025-05-23,Macintosh,6
2025-05-24,Macintosh,5
2025-05-25,Macintosh,2
2025-05-26,Macintosh,1
2025-05-27,Macintosh,1
2025-05-28,Macintosh,1
2025-05-29,Macintosh,60
2025-05-30,Macintosh,2
2025-05-31,Macintosh,3
2025-06-01,Macintosh,1
2025-06-02,Macintosh,2
2025-06-03,Macintosh,3
2025-06-04,Macintosh,2
2025-06-05,Macintosh,2
2025-06-06,Macintosh,1
2025-06-07,Macintosh,1
2025-06-08,Macintosh,0
2025-06-09,Macintosh,3
2025-06-10,Macintosh,42
2025-06-11,Macintosh,19
2025-06-12,Macintosh,3
2025-06-13,Macintosh,7
2025-06-14,Macintosh,6
2025-06-15,Macintosh,4
2025-06-16,Macintosh,3
2025-06-17,Macintosh,3
2025-06-18,Macintosh,1
2025-06-19,Macintosh,6
2025-06-20,Macintosh,9
2025-06-21,Macintosh,2
2025-06-22,Macintosh,3
2025-06-23,Macintosh,0
2025-06-24,Macintosh,1
2025-06-25,Macintosh,38
2025-06-26,Macintosh,2
2025-06-27,Macintosh,3
2025-06-28,Macintosh,3
2025-06-29,Macintosh,1
2025-06-30,Macintosh,2
2025-07-01,Macintosh,1
2025-07-02,Macintosh,0
2025-07-03,Macintosh,2
2025-07-04,Macintosh,1
2025-07-05,Macintosh,2
2025-07-06,Macintosh,1
2025-07-07,Macintosh,0
2025-07-08,Macintosh,6
2025-07-09,Macintosh,1
2025-07-10,Macintosh,2
2025-07-11,Macintosh,0
2025-07-12,Macintosh,0
2025-07-13,Macintosh,2
2025-07-14,Macintosh,3
2025-07-15,Macintosh,0
2025-07-16,Macintosh,1
2025-07-17,Macintosh,0
2025-07-18,Macintosh,0
2025-07-19,Macintosh,2
2025-07-20,Macintosh,0
2025-07-21,Macintosh,0
2025-07-22,Macintosh,1
2025-07-23,Macintosh,0
2025-07-24,Macintosh,2
2025-07-25,Macintosh,2
2025-07-26,Macintosh,0
2025-07-27,Macintosh,0
2025-07-28,Macintosh,0
2025-07-29,Macintosh,0
2025-07-30,Macintosh,2
2025-07-31,Macintosh,4
2025-08-01,Macintosh,1
2025-08-02,Macintosh,8
2025-08-03,Macintosh,0
2025-08-04,Macintosh,2
2025-08-05,Macintosh,3
2025-08-06,Macintosh,1
2025-08-07,Macintosh,2
