Data,Tipo de dispositivo,Visualizações
2025-12-20,Dispositivo móvel,145
2025-12-21,Dispositivo móvel,158
2025-12-22,Dispositivo móvel,166
2025-12-23,Dispositivo móvel,153
2025-12-24,Dispositivo móvel,146
2025-12-25,Dispositivo móvel,166
2025-12-26,Dispositivo móvel,204
2025-12-27,Dispositivo móvel,2048
2025-12-28,Dispositivo móvel,139
2025-12-29,Dispositivo móvel,166
2025-12-30,Dispositivo móvel,185
2025-12-31,Dispositivo móvel,325
2026-01-01,Dispositivo móvel,126
2026-01-02,Dispositivo móvel,5827
2026-01-03,Dispositivo móvel,3900
2026-01-04,Dispositivo móvel,4859
2026-01-05,Dispositivo móvel,3201
2026-01-06,Dispositivo móvel,4895
2026-01-07,Dispositivo móvel,276
2026-01-08,Dispositivo móvel,510
2026-01-09,Dispositivo móvel,275
2026-01-10,Dispositivo móvel,633
2026-01-11,Dispositivo móvel,185
2026-01-12,Dispositivo móvel,163
2026-01-13,Dispositivo móvel,134
2026-01-14,Dispositivo móvel,1880
2026-01-15,Dispositivo móvel,211
2026-01-16,Dispositivo móvel,912
2026-01-17,Dispositivo móvel,1449
2026-01-18,Dispositivo móvel,1488
2026-01-19,Dispositivo móvel,546
2026-01-20,Dispositivo móvel,848
2026-01-21,Dispositivo móvel,2615
2026-01-22,Dispositivo móvel,527
2026-01-23,Dispositivo móvel,2066
2026-01-24,Dispositivo móvel,204
2026-01-25,Dispositivo móvel,1655
2026-01-26,Dispositivo móvel,274
2026-01-27,Dispositivo móvel,172
2026-01-28,Dispositivo móvel,392
2026-01-29,Dispositivo móvel,1854
2026-01-30,Dispositivo móvel,1555
2026-01-31,Dispositivo móvel,890
2026-02-01,Dispositivo móvel,574
2026-02-02,Dispositivo móvel,394
2026-02-03,Dispositivo móvel,314
2026-02-04,Dispositivo móvel,338
2026-02-05,Dispositivo móvel,2036
2026-02-06,Dispositivo móvel,197
2026-02-07,Dispositivo móvel,1078
2026-02-08,Dispositivo móvel,319
2026-02-09,Dispositivo móvel,201
2026-02-10,Dispositivo móvel,166
2026-02-11,Dispositivo móvel,164
2026-02-12,Dispositivo móvel,1445
2026-02-13,Dispositivo móvel,1385
2026-02-14,Dispositivo móvel,1323
2026-02-15,Dispositivo móvel,449
2026-02-16,Dispositivo móvel,260
2026-02-17,Dispositivo móvel,331
2026-02-18,Dispositivo móvel,1368
2026-02-19,Dispositivo móvel,624
2026-02-20,Dispositivo móvel,1815
2026-02-21,Dispositivo móvel,899
2026-02-22,Dispositivo móvel,1141
2026-02-23,Dispositivo móvel,1032
2026-02-24,Dispositivo móvel,1364
2026-02-25,Dispositivo móvel,766
2026-02-26,Dispositivo móvel,447
2026-02-27,Dispositivo móvel,787
2026-02-28,Dispositivo móvel,1825
2026-03-01,Dispositivo móvel,653
2026-03-02,Dispositivo móvel,305
2026-03-03,Dispositivo móvel,297
2026-03-04,Dispositivo móvel,1539
2026-03-05,Dispositivo móvel,399
2026-03-06,Dispositivo móvel,692
2026-03-07,Dispositivo móvel,547
2026-03-08,Dispositivo móvel,230
2026-03-09,Dispositivo móvel,721
2026-03-10,Dispositivo móvel,700
2026-03-11,Dispositivo móvel,1730
2026-03-12,Dispositivo móvel,1671
2026-03-13,Dispositivo móvel,1025
2026-03-14,Dispositivo móvel,332
2026-03-15,Dispositivo móvel,261
2026-03-16,Dispositivo móvel,449
2026-03-17,Dispositivo móvel,1625
2026-03-18,Dispositivo móvel,1533
2026-03-19,Dispositivo móvel,1020
2026-03-20,Dispositivo móvel,400
2026-03-21,Dispositivo móvel,1664
2026-03-22,Dispositivo móvel,1196
2026-03-23,Dispositivo móvel,791
2026-03-24,Dispositivo móvel,1055
2026-03-25,Dispositivo móvel,1901
2026-03-26,Dispositivo móvel,1281
2026-03-27,Dispositivo móvel,1447
2026-03-28,Dispositivo móvel,313
2026-03-29,Dispositivo móvel,227
2026-03-30,Dispositivo móvel,235
2026-03-31,Dispositivo móvel,208
2026-04-01,Dispositivo móvel,2225
2026-04-02,Dispositivo móvel,249
2026-04-03,Dispositivo móvel,289
2026-04-04,Dispositivo móvel,448
2026-04-05,Dispositivo móvel,230
2026-04-06,Dispositivo móvel,196
2026-04-07,Dispositivo móvel,173
2026-04-08,Dispositivo móvel,224
2026-04-09,Dispositivo móvel,393
2026-04-10,Dispositivo móvel,435
2026-04-11,Dispositivo móvel,252
2026-04-12,Dispositivo móvel,267
2025-04-13,Tablet,74
2025-04-14,Tablet,3
2025-04-15,Tablet,73
2025-04-16,Tablet,507
2025-04-17,Tablet,23
2025-04-18,Tablet,20
2025-04-19,Tablet,68
2025-04-20,Tablet,8
2025-04-21,Tablet,37
2025-04-22,Tablet,22
2025-04-23,Tablet,17
2025-04-24,Tablet,2
2025-04-25,Tablet,129
2025-04-26,Tablet,14
2025-04-27,Tablet,84
2025-04-28,Tablet,18
2025-04-29,Tablet,9
2025-04-30,Tablet,36
2025-05-01,Tablet,11
2025-05-02,Tablet,19
2025-05-03,Tablet,113
2025-05-04,Tablet,69
2025-05-05,Tablet,21
2025-05-06,Tablet,15
2025-05-07,Tablet,54
2025-05-08,Tablet,11
2025-05-09,Tablet,481
2025-05-10,Tablet,38
2025-05-11,Tablet,2
2025-05-12,Tablet,4
2025-05-13,Tablet,2
2025-05-14,Tablet,2
2025-05-15,Tablet,11
2025-05-16,Tablet,2
2025-05-17,Tablet,8
2025-05-18,Tablet,1
2025-05-19,Tablet,4
2025-05-20,Tablet,13
2025-05-21,Tablet,13
2025-05-22,Tablet,26
2025-05-23,Tablet,19
2025-05-24,Tablet,183
2025-05-25,Tablet,6
2025-05-26,Tablet,4
2025-05-27,Tablet,34
2025-05-28,Tablet,26
2025-05-29,Tablet,10
2025-05-30,Tablet,12
2025-05-31,Tablet,62
2025-06-01,Tablet,11
2025-06-02,Tablet,8
2025-06-03,Tablet,67
2025-06-04,Tablet,74
2025-06-05,Tablet,49
2025-06-06,Tablet,3
2025-06-07,Tablet,18
2025-06-08,Tablet,5
2025-06-09,Tablet,3
2025-06-10,Tablet,48
2025-06-11,Tablet,131
2025-06-12,Tablet,56
2025-06-13,Tablet,9
2025-06-14,Tablet,23
2025-06-15,Tablet,60
2025-06-16,Tablet,1
2025-06-17,Tablet,13
2025-06-18,Tablet,17
2025-06-19,Tablet,36
2025-06-20,Tablet,91
2025-06-21,Tablet,15
2025-06-22,Tablet,1
2025-06-23,Tablet,12
2025-06-24,Tablet,25
2025-06-25,Tablet,20
2025-06-26,Tablet,30
2025-06-27,Tablet,62
2025-06-28,Tablet,159
2025-06-29,Tablet,6
2025-06-30,Tablet,1
2025-07-01,Tablet,11
2025-07-02,Tablet,56
2025-07-03,Tablet,0
2025-07-04,Tablet,44
2025-07-05,Tablet,3
2025-07-06,Tablet,3
2025-07-07,Tablet,4
2025-07-08,Tablet,0
2025-07-09,Tablet,1
2025-07-10,Tablet,1
2025-07-11,Tablet,0
2025-07-12,Tablet,3
2025-07-13,Tablet,13
2025-07-14,Tablet,1
2025-07-15,Tablet,1
2025-07-16,Tablet,2
2025-07-17,Tablet,1
2025-07-18,Tablet,3
2025-07-19,Tablet,5
2025-07-20,Tablet,0
2025-07-21,Tablet,13
2025-07-22,Tablet,1
2025-07-23,Tablet,20
2025-07-24,Tablet,1
2025-07-25,Tablet,4
2025-07-26,Tablet,1
2025-07-27,Tablet,8
2025-07-28,Tablet,2
2025-07-29,Tablet,1
2025-07-30,Tablet,0
2025-07-31,Tablet,1
2025-08-01,Tablet,45
2025-08-02,Tablet,5
2025-08-03,Tablet,1
2025-08-04,Tablet,9
2025-08-05,Tablet,1
2025-08-06,Tablet,0
2025-08-07,Tablet,23
2025-08-08,Tablet,2
2025-08-09,Tablet,29
2025-08-10,Tablet,2
2025-08-11,Tablet,2
2025-08-12,Tablet,4
2025-08-13,Tablet,0
2025-08-14,Tablet,0
2025-08-15,Tablet,0
2025-08-16,Tablet,58
2025-08-17,Tablet,4
2025-08-18,Tablet,5
2025-08-19,Tablet,3
2025-08-20,Tablet,26
2025-08-21,Tablet,18
2025-08-22,Tablet,35
2025-08-23,Tablet,77
2025-08-24,Tablet,8
2025-08-25,Tablet,0
2025-08-26,Tablet,2
2025-08-27,Tablet,3
2025-08-28,Tablet,17
2025-08-29,Tablet,0
2025-08-30,Tablet,2
2025-08-31,Tablet,74
2025-09-01,Tablet,1
2025-09-02,Tablet,58
2025-09-03,Tablet,2
2025-09-04,Tablet,0
2025-09-05,Tablet,13
2025-09-06,Tablet,5
2025-09-07,Tablet,4
2025-09-08,Tablet,121
2025-09-09,Tablet,51
2025-09-10,Tablet,2
2025-09-11,Tablet,4
2025-09-12,Tablet,76
2025-09-13,Tablet,3
2025-09-14,Tablet,1
2025-09-15,Tablet,2
2025-09-16,Tablet,5
2025-09-17,Tablet,19
2025-09-18,Tablet,104
2025-09-19,Tablet,1
2025-09-20,Tablet,16
2025-09-21,Tablet,109
2025-09-22,Tablet,27
2025-09-23,Tablet,18
2025-09-24,Tablet,7
2025-09-25,Tablet,70
2025-09-26,Tablet,18
2025-09-27,Tablet,7
2025-09-28,Tablet,3
2025-09-29,Tablet,0
2025-09-30,Tablet,35
2025-10-01,Tablet,0
2025-10-02,Tablet,1
2025-10-03,Tablet,0
2025-10-04,Tablet,1
2025-10-05,Tablet,2
2025-10-06,Tablet,17
2025-10-07,Tablet,32
2025-10-08,Tablet,21
2025-10-09,Tablet,26
2025-10-10,Tablet,56
2025-10-11,Tablet,11
2025-10-12,Tablet,8
2025-10-13,Tablet,8
2025-10-14,Tablet,63
2025-10-15,Tablet,7
2025-10-16,Tablet,33
2025-10-17,Tablet,1
2025-10-18,Tablet,2
2025-10-19,Tablet,2
2025-10-20,Tablet,3
2025-10-21,Tablet,2
2025-10-22,Tablet,0
2025-10-23,Tablet,1
2025-10-24,Tablet,3
2025-10-25,Tablet,4
2025-10-26,Tablet,2
2025-10-27,Tablet,6
2025-10-28,Tablet,2
2025-10-29,Tablet,2
2025-10-30,Tablet,47
2025-10-31,Tablet,87
2025-11-01,Tablet,6
2025-11-02,Tablet,4
2025-11-03,Tablet,17
2025-11-04,Tablet,10
2025-11-05,Tablet,7
2025-11-06,Tablet,16
2025-11-07,Tablet,2
2025-11-08,Tablet,17
2025-11-09,Tablet,0
2025-11-10,Tablet,5
2025-11-11,Tablet,1
2025-11-12,Tablet,32
2025-11-13,Tablet,8
2025-11-14,Tablet,1
2025-11-15,Tablet,56
2025-11-16,Tablet,5
2025-11-17,Tablet,1
2025-11-18,Tablet,74
2025-11-19,Tablet,134
2025-11-20,Tablet,18
2025-11-21,Tablet,5
2025-11-22,Tablet,9
2025-11-23,Tablet,5
2025-11-24,Tablet,16
2025-11-25,Tablet,1
2025-11-26,Tablet,4
2025-11-27,Tablet,3
2025-11-28,Tablet,4
2025-11-29,Tablet,1
2025-11-30,Tablet,0
2025-12-01,Tablet,0
2025-12-02,Tablet,16
2025-12-03,Tablet,4
2025-12-04,Tablet,8
2025-12-05,Tablet,6
2025-12-06,Tablet,2
2025-12-07,Tablet,4
2025-12-08,Tablet,7
2025-12-09,Tablet,45
2025-12-10,Tablet,5
2025-12-11,Tablet,84
2025-12-12,Tablet,48
2025-12-13,Tablet,24
2025-12-14,Tablet,13
2025-12-15,Tablet,53
2025-12-16,Tablet,9
2025-12-17,Tablet,2
2025-12-18,Tablet,37
2025-12-19,Tablet,1
2025-12-20,Tablet,1
2025-12-21,Tablet,4
2025-12-22,Tablet,3
2025-12-23,Tablet,1
2025-12-24,Tablet,3
2025-12-25,Tablet,5
2025-12-26,Tablet,8
2025-12-27,Tablet,77
2025-12-28,Tablet,3
2025-12-29,Tablet,1
2025-12-30,Tablet,5
2025-12-31,Tablet,3
2026-01-01,Tablet,6
2026-01-02,Tablet,463
2026-01-03,Tablet,125
2026-01-04,Tablet,170
2026-01-05,Tablet,63
2026-01-06,Tablet,243
2026-01-07,Tablet,10
2026-01-08,Tablet,14
2026-01-09,Tablet,2
2026-01-10,Tablet,11
2026-01-11,Tablet,0
2026-01-12,Tablet,8
2026-01-13,Tablet,1
2026-01-14,Tablet,99
2026-01-15,Tablet,3
2026-01-16,Tablet,52
2026-01-17,Tablet,43
2026-01-18,Tablet,87
2026-01-19,Tablet,40
2026-01-20,Tablet,55
2026-01-21,Tablet,140
2026-01-22,Tablet,23
2026-01-23,Tablet,126
2026-01-24,Tablet,4
2026-01-25,Tablet,95
2026-01-26,Tablet,8
2026-01-27,Tablet,5
2026-01-28,Tablet,13
2026-01-29,Tablet,62
2026-01-30,Tablet,39
2026-01-31,Tablet,27
2026-02-01,Tablet,14
2026-02-02,Tablet,9
2026-02-03,Tablet,6
2026-02-04,Tablet,10
2026-02-05,Tablet,108
2026-02-06,Tablet,1
2026-02-07,Tablet,52
2026-02-08,Tablet,7
2026-02-09,Tablet,2
2026-02-10,Tablet,0
2026-02-11,Tablet,8
2026-02-12,Tablet,61
2026-02-13,Tablet,59
2026-02-14,Tablet,47
2026-02-15,Tablet,26
2026-02-16,Tablet,4
2026-02-17,Tablet,28
2026-02-18,Tablet,68
2026-02-19,Tablet,10
2026-02-20,Tablet,35
2026-02-21,Tablet,22
2026-02-22,Tablet,46
2026-02-23,Tablet,35
2026-02-24,Tablet,37
2026-02-25,Tablet,16
2026-02-26,Tablet,16
2026-02-27,Tablet,16
2026-02-28,Tablet,73
2026-03-01,Tablet,11
2026-03-02,Tablet,2
2026-03-03,Tablet,34
2026-03-04,Tablet,88
2026-03-05,Tablet,13
2026-03-06,Tablet,55
2026-03-07,Tablet,10
2026-03-08,Tablet,1
2026-03-09,Tablet,17
2026-03-10,Tablet,29
2026-03-11,Tablet,83
2026-03-12,Tablet,81
2026-03-13,Tablet,42
2026-03-14,Tablet,10
2026-03-15,Tablet,1
2026-03-16,Tablet,27
2026-03-17,Tablet,93
2026-03-18,Tablet,79
2026-03-19,Tablet,20
2026-03-20,Tablet,27
2026-03-21,Tablet,82
2026-03-22,Tablet,52
2026-03-23,Tablet,45
2026-03-24,Tablet,36
2026-03-25,Tablet,89
2026-03-26,Tablet,64
2026-03-27,Tablet,74
2026-03-28,Tablet,11
2026-03-29,Tablet,4
2026-03-30,Tablet,3
2026-03-31,Tablet,5
2026-04-01,Tablet,146
2026-04-02,Tablet,3
2026-04-03,Tablet,5
2026-04-04,Tablet,1
2026-04-05,Tablet,8
2026-04-06,Tablet,3
2026-04-07,Tablet,2
2026-04-08,Tablet,2
2026-04-09,Tablet,25
2026-04-10,Tablet,33
2026-04-11,Tablet,13
2026-04-12,Tablet,7
